"fid"/t"Plant_ID"/t"spl_code"/t"Panel"/t"General"/t"Detail"/t"Cut"/t"Panel.Label"/t"x_coord"/t"y_coord"/t"mg"
8/t"Ranunculus auricomus aggr."/t"dbgi_000911"/t"files/20230405141800725_QFieldCamera20230405_1618003453684632084119737"/t"files/20230405141811420_QFieldCamera20230405_1618112842317980777354532"/t"files/20230405141821240_QFieldCamera20230405_1618215703605951409342104"/t"files/20230405141836337_QFieldCamera20230405_1618366954360935827290303"/t"files/20230405141907073_QFieldCamera20230405_1619073731879344228505251"/t7.15650125857439/t46.7923458466054/tNA
13/t"Ranunculus arvensis L."/t"dbgi_001005"/t"files/20230405144016329_QFieldCamera20230405_1640163331234622433545515"/t"files/20230405144024488_QFieldCamera20230405_1640245851301831850726462"/t"files/20230405144040355_QFieldCamera20230405_1640401693129195015849428"/t"files/20230405144104825_QFieldCamera20230405_1641041428346340564172827"/t"files/20230405144123801_QFieldCamera20230405_1641238217245596389272814"/t7.15651164609893/t46.7923300662111/tNA
9/t"Ranunculus acris subsp. friesianus (Jord.) Syme"/t"dbgi_001052"/t"DCIM/SBL_20004_2023/Ranunculus acris subsp. friesianus (Jord.) Syme_dbgi_001052_Panel.jpg"/t"DCIM/SBL_20004_2023/Ranunculus acris subsp. friesianus (Jord.) Syme_dbgi_001052_General.jpg"/t"DCIM/SBL_20004_2023/Ranunculus acris subsp. friesianus (Jord.) Syme_dbgi_001052_Detail.jpg"/t"DCIM/SBL_20004_2023/Ranunculus acris subsp. friesianus (Jord.) Syme_dbgi_001052_Cut.jpg"/t"DCIM/SBL_20004_2023/Ranunculus acris subsp. friesianus (Jord.) Syme_dbgi_001052_Panel+Label.jpg"/t7.15649862458523/t46.7923654316819/tNA
7/t"Delphinium caucasicum C.A.Mey"/t"dbgi_001114"/t"files/20230405141251733_QFieldCamera20230405_1612511989524388620312266"/t"files/20230405141259910_QFieldCamera20230405_1612596894031782306902502"/t"files/20230405141310854_QFieldCamera20230405_1613103742700666376908382"/t"files/20230405141319923_QFieldCamera20230405_1613197285960082949237943"/t"files/20230405141339254_QFieldCamera20230405_1613393492736102409430349"/t7.15646375278205/t46.7924722528404/tNA
5/t"Aconitum carmichaelii Debeaux"/t"dbgi_001118"/t"DCIM/SBL_20004_2023/Aconitum carmichaelii Debeaux_dbgi_001118_Panel.jpg"/t"DCIM/SBL_20004_2023/Aconitum carmichaelii Debeaux_dbgi_001118_General.jpg"/t"DCIM/SBL_20004_2023/Aconitum carmichaelii Debeaux_dbgi_001118_Detail.jpg"/t"DCIM/SBL_20004_2023/Aconitum carmichaelii Debeaux_dbgi_001118_Cut.jpg"/t"DCIM/SBL_20004_2023/Aconitum carmichaelii Debeaux_dbgi_001118_Panel+Label.jpg"/t7.15646531778351/t46.7924621303435/tNA
3/t"Aconitum variegatum L."/t"dbgi_001123"/t"DCIM/SBL_20004_2023/Aconitum variegatum L._dbgi_001123_Panel.jpg"/t"DCIM/SBL_20004_2023/Aconitum variegatum L._dbgi_001123_General.jpg"/t"DCIM/SBL_20004_2023/Aconitum variegatum L._dbgi_001123_Detail.jpg"/t"DCIM/SBL_20004_2023/Aconitum variegatum L._dbgi_001123_Cut.jpg"/t"DCIM/SBL_20004_2023/Aconitum variegatum L._dbgi_001123_Panel+Label.jpg"/t7.15645258136878/t46.7924590477104/tNA
11/t"Ranunculus repens L."/t"dbgi_001124"/t"files/20230405143242823_QFieldCamera20230405_1632423998987473535779309"/t"files/20230405143249983_QFieldCamera20230405_1632505141254250173897788"/t"files/20230405143305138_QFieldCamera20230405_1633052388437275176117107"/t"files/20230405143321228_QFieldCamera20230405_1633214175954010439561596"/t"files/20230405143425374_QFieldCamera20230405_163425998399129809687547"/t7.1565065451928/t46.7923400415207/tNA
2/t"Aconitum vulparia aggr."/t"dbgi_001126"/t"DCIM/SBL_20004_2023/Aconitum vulparia aggr._dbgi_001126_Panel.jpg"/t"DCIM/SBL_20004_2023/Aconitum vulparia aggr._dbgi_001126_General.jpg"/t"DCIM/SBL_20004_2023/Aconitum vulparia aggr._dbgi_001126_Detail.jpg"/t"DCIM/SBL_20004_2023/Aconitum vulparia aggr._dbgi_001126_Cut.jpg"/t"DCIM/SBL_20004_2023/Aconitum vulparia aggr._dbgi_001126_Panel+Label.jpg"/t7.15645167684375/t46.7924517432798/tNA
6/t"Delphinium elatum L."/t"dbgi_001128"/t"files/20230405140809665_QFieldCamera20230405_1608091801476640660026431"/t"files/20230405140819090_QFieldCamera20230405_1608193825982853412578715"/t"files/20230405140828347_QFieldCamera20230405_1608287127166846075627097"/t"files/20230405140843760_QFieldCamera20230405_1608436497569837847825997"/t"files/20230405140902646_QFieldCamera20230405_1609028376382838809210282"/t7.15645409410017/t46.7924732819227/tNA
12/t"Ranunculus gramineus L."/t"dbgi_001130"/t"files/20230405143630826_QFieldCamera20230405_1636305655718488335610723"/t"files/20230405143638369_QFieldCamera20230405_1636381475144257782362788"/t"files/20230405143645544_QFieldCamera20230405_1636456232852733791772194"/t"files/20230405143653603_QFieldCamera20230405_1636539109347031627872869"/t"files/20230405143707101_QFieldCamera20230405_1637074912624930783498916"/t7.15651002468296/t46.7923341357645/tNA
