x_coord,y_coord,spl_code,Plant_ID,ipen,match_name,ott_id,rank,wikidataID,unknown,UUID,Airtable
2578471.737,1182400.269,DBGI_SPL_000537,Sisyrinchium patagonicum Phil.,XX 0 FRIBG 20020164,Sisyrinchium patagonicum,"1004812",species,,,{e1268e97-b6d2-497c-9928-1c6978c9122c},
2578471.170,1182399.946,DBGI_SPL_000533,Aaunknown,,,"0",,,iris missouriensis,{aff78b76-781b-4f5a-b7ba-b55be909260b},
2578473.798,1182394.875,DBGI_SPL_000408,Lilium regale E.H. Wilson,XX 0 MJG 19--67000,Lilium regale,"690489",species,http://www.wikidata.org/entity/Q1639505,,{2a502b28-8ade-4b84-826e-8032d1c10c41},
2578478.724,1182388.459,DBGI_SPL_000398,Baldellia ranunculoides (L.) Parl.,CH 0 FRIBG 20010434,Baldellia ranunculoides,"817743",species,,,{fa75ae67-f308-4c93-afdf-e86686e5ea65},
2578478.194,1182387.983,DBGI_SPL_000417,Sagittaria sagittifolia L.,XX 0 FRIBG 10002127,Sagittaria sagittifolia,"481954",species,http://www.wikidata.org/entity/Q161565,,{0f907d19-80f0-441f-8e70-1226f7f0cc2d},
2578479.911,1182386.349,DBGI_SPL_000392,Arum italicum Mill.,XX 0 FRIBG 10000650,Arum italicum,"17921",species,http://www.wikidata.org/entity/Q30968,,{d209d757-c946-45c5-8efe-70a6b8fbede8},
2578479.474,1182384.149,DBGI_SPL_000520,Canna x generalis L.H. Bailey et E.Z. Bailey,XX 0 FRIBG 10000817,Canna indica,"156276",species,http://www.wikidata.org/entity/Q163559,,{f80dbf22-6c45-41c8-a95e-da7dea9167cf},
2578477.987,1182385.529,DBGI_SPL_000419,Musa basjoo Iinuma,XX 0 FRIBG 10001655,Musa basjoo,"842092",species,,,{09d77635-c3c1-4abb-ba3d-dde31cae561b},
2578477.068,1182386.797,DBGI_SPL_000409,Tradescantia virginiana L.,XX 0 FRIBG 10002384,Tradescantia virginiana,"17935",species,http://www.wikidata.org/entity/Q2078366,,{180f3a0e-15a9-4db4-bbf9-21cc714a22b2},
2578475.812,1182387.751,DBGI_SPL_000407,Chamaerops humilis L.,XX 0 FRIBG 10002815,Chamaerops humilis,"452733",species,,,{d4f0392c-fdf8-44f8-8020-5291f00ed490},
2578474.765,1182389.146,DBGI_SPL_000534,Hosta sieboldiana (Hook.) Engl. var. sieboldiana,XX 0 FRIBG 19910154,Hosta sieboldiana,"322367",species,http://www.wikidata.org/entity/Q882424,,{6a7b636a-5784-4a77-8217-bbc8802b6843},
2578473.463,1182392.139,DBGI_SPL_000433,Muscari neglectum Ten.,GR 0 FRIBG 20150191,Muscari neglectum,"172927",species,http://www.wikidata.org/entity/Q163062,,{0ea4ec07-d2f4-403b-86a3-37b81016177d},
2578472.731,1182392.270,DBGI_SPL_000418,Ornithogalum viridiflorum (I.Verd.) J.C.Manning  Goldblatt,LS 1 M 2005/0451,Ornithogalum viridiflorum,"842911",species,,,{7ccf68a7-9702-438c-bbfe-0caacffb0af2},
2578473.237,1182392.557,DBGI_SPL_000429,Ornithogalum regale (Hilliard et B.L. Burtt) J.C. Manning et Goldblatt,ZA 0 KL 2013/2858,Ornithogalum regale,"3969872",species,,,{50bffe71-1d67-49df-8b9e-041a7f8ff684},
2578472.391,1182393.395,DBGI_SPL_000486,Asparagus officinalis L.,FR 0 FRIBG 20030455,Asparagus officinalis,"748359",species,http://www.wikidata.org/entity/Q28367,,{08047bfc-729a-4ee4-874f-3e0f057e0370},
2578471.374,1182394.806,DBGI_SPL_000540,Allium tuberosum Spreng.,XX 0 FRIBG 20030895,Allium tuberosum,"748374",species,http://www.wikidata.org/entity/Q42285,,{8cf11a71-11f3-4d7b-a79e-960f9b79d52a},
2578471.597,1182395.234,DBGI_SPL_000388,Allium fistulosum L.,XX 0 FRIBG 20140564,Allium fistulosum,"856720",species,http://www.wikidata.org/entity/Q27938,,{a1a359e3-74c5-4aeb-a34b-81f57bf72b8d},
2578471.150,1182396.572,DBGI_SPL_000539,Allium x proliferum (Moench) Willd.,XX 0 FRIBG 20180319,Allium carolinianum,"812430",species,,,{fc5eac45-ab8d-4a58-bf8b-809a8d53749f},
2578470.279,1182396.884,DBGI_SPL_000385,Allium porrum L.,,Allium nigrum,"679985",species,http://www.wikidata.org/entity/Q161316,,{140f15cf-0fa3-423f-9079-3bcdf77cc7f1},
2578470.532,1182397.405,DBGI_SPL_000478,Allium insubricum Boiss. et Reut.,IT 0 GZU 99 702388,Allium insubricum,"346332",species,,,{1a26164f-f5e2-44c2-be9d-5a7127909302},
2578470.084,1182397.322,DBGI_SPL_000472,Tulbaghia violacea Harv.,XX 0 UNKAR 2011-5108,Tulbaghia violacea,"809755",species,http://www.wikidata.org/entity/Q7851979,,{3cb687f6-cc92-4be4-87f4-c791d9051526},
2578468.692,1182399.926,DBGI_SPL_000566,Kniphofia ensifolia Baker s.l.,XX 0 FRIBG 10001474,Kniphofia ensifolia,"803732",species,http://www.wikidata.org/entity/Q2257218,,{f65f6cad-718a-4534-9218-5932ff7e394a},
2578468.400,1182400.651,DBGI_SPL_000416,Bulbine semibarbata (R. Br.) Haw.,XX 0 FRIBG 10000096,Bulbine semibarbata,"626416",species,,,{2082f709-bf6c-45d9-a2bd-80e5b7b20149},
2578468.646,1182401.897,DBGI_SPL_000889,Asphodelus ramosus L. subsp. ramosus,XX 0 LZ S-187-1998,Asphodelus ramosus,"41518",species,http://www.wikidata.org/entity/Q256956,,{8f5b2978-1966-47c7-9a65-58bf09ef1485},
2578467.434,1182403.515,DBGI_SPL_000896,Hemerocallis fulva (L.) L.,XX 0 FRIBG 10001324,Hemerocallis fulva,"62294",species,http://www.wikidata.org/entity/Q1424440,,{e90b6c09-1cc9-4147-a9b7-fc3a8b5e52cc},
2578467.787,1182405.085,DBGI_SPL_000893,Gladiolus murielae Kelway,XX 0 FRIBG 10002850,Gladiolus murielae,"957907",species,,,{f60a39fb-b48c-494f-aaa1-0735150f2bf0},
2578467.221,1182405.506,DBGI_SPL_000567,Crocus sativus L.,XX 0 FRIBG 20190327,Crocus sativus,"542824",species,http://www.wikidata.org/entity/Q15041677,,{603d34b4-24f4-4b86-968b-a56cb787a6a8},
2578464.574,1182401.617,DBGI_SPL_000890,Brassica napus subsp. rapifera Metzg.,XX 0 FRIBG 10000752,Brassica napus,"309234",species,http://www.wikidata.org/entity/Q177932,,{db848693-7a51-48d9-ad42-0a4f8f882730},
2578464.736,1182401.109,DBGI_SPL_000560,Brassica oleracea L. Gongylodes Group,XX 0 FRIBG 10000762,Brassica oleracea,"833642",species,http://www.wikidata.org/entity/Q146212,,{b4ea0067-73c2-4de6-94d4-799c5cb121a7},
2578465.543,1182398.871,DBGI_SPL_000544,Brassica oleracea L. Rubra Group,XX 0 FRIBG 10000760,Brassica oleracea,"833642",species,http://www.wikidata.org/entity/Q146212,,{40a540f3-07cd-4bb1-85f8-277aab9a98ff},
2578465.698,1182398.608,DBGI_SPL_000556,Brassica oleracea L. Capitata Group,XX 0 FRIBG 10000759,Brassica oleracea,"833642",species,http://www.wikidata.org/entity/Q146212,,{a911b6b3-f361-4bd6-94f7-4d4b63db8bdb},
2578466.037,1182398.172,DBGI_SPL_000895,Brassica oleracea L. Gemmifera Group,XX 0 FRIBG 10000764,Brassica oleracea,"833642",species,http://www.wikidata.org/entity/Q146212,,{0083b0f0-bc54-40f0-820d-7731b15295eb},
2578465.958,1182398.404,DBGI_SPL_000892,Brassica oleracea L. Sabauda Group,XX 0 FRIBG 10000761,Brassica oleracea,"833642",species,http://www.wikidata.org/entity/Q146212,,{1913832d-de5b-43ad-ad1d-c14d67f134c7},
2578466.245,1182397.926,DBGI_SPL_000546,Brassica oleracea L. Sabellica Group,XX 0 FRIBG 10000757,Brassica oleracea,"833642",species,http://www.wikidata.org/entity/Q146212,,{6baf43a8-2015-4b71-93d7-476bf17f6305},
2578466.533,1182397.546,DBGI_SPL_000552,Aaunknown,,,"0",,,brassica indeterminé,{20aea8f6-dc25-4352-91b3-bdaafaf5470c},
2578466.899,1182396.595,DBGI_SPL_000517,Brassica oleracea L. subsp. oleracea,XX 0 LZ AN-60-1970,Brassica oleracea,"833642",species,http://www.wikidata.org/entity/Q146212,,{ebceaea6-bb91-4d95-b65b-1a6245cf1607},
2578467.182,1182396.219,DBGI_SPL_000894,Koeleria macrantha (Ledeb.) Schult.,XX 0 FRIBG 19990187,Koeleria macrantha,"624555",species,,,{52cc4cb9-317c-44e9-9fb1-acb77dc785a0},
2578466.514,1182395.728,DBGI_SPL_000883,Calamagrostis epigejos Roth.,XX 0 FRIBG 20030407,Calamagrostis epigejos,"188845",species,,,{cf5c18f7-cd28-4588-8036-a85d7410e71e},
2578466.811,1182395.292,DBGI_SPL_000888,Helictotrichon pubescens Pilg.,XX 0 FRIBG 20000227,Helictotrichon pubescens,"548920",species,,,{773240d4-0722-45d1-a4cb-0db2585b0abf},
2578467.414,1182395.533,DBGI_SPL_000899,Anthoxanthum odoratum L.,CH 0 FRIBG 20170389,Anthoxanthum odoratum,"188813",species,,,{5c2955d5-5453-4c41-9a9d-82623d18f3cc},
2578467.006,1182394.721,DBGI_SPL_000876,Holcus lanatus L.,CH 0 FRIBG 20140022,Holcus lanatus,"762970",species,,,{19be02e1-079a-4cfa-8a61-c63aa88e88b1},
2578467.331,1182394.174,DBGI_SPL_000886,Ammophila arenaria (L.) Link,DE 0 HBG 2012-S-169,Ammophila arenaria,"258545",species,,,{26c0f386-598a-452d-babd-994ecf7eb778},
2578467.966,1182394.452,DBGI_SPL_000885,Agrostis capillaris L.,XX 0 FRIBG 20160222,Agrostis capillaris,"550221",species,,,{e41e4660-1789-4d9e-8223-2a61094efc2c},
2578468.138,1182394.035,DBGI_SPL_000898,Briza media L.,CH 0 FRIBG 20020681,Briza media,"672",species,http://www.wikidata.org/entity/Q164237,,{1c9f494a-6554-44de-afd7-a324c9d0a4ed},
2578474.281,1182409.435,DBGI_SPL_000379,Cyclamen purpurascens Mill.,XX 0 FRIBG 10002824,Cyclamen purpurascens,"477901",species,http://www.wikidata.org/entity/Q149344,,{15e10307-9d22-494a-a1c8-a680dddd351c},
2578504.767,1182400.432,DBGI_SPL_000503,Aaunknown,,,"0",,,francoa sonchifolia selon panneau,{4e7f9df9-0af3-4046-a26d-0443b24ef1a5},
