ipen;idTaxon;secteur;matched_name;Inventaire FRIBG;taxon.ott_id;ott_id;rank;wikidataId;wd_taxa_qid
US 0 M 2008/0582;Tolmiea menziesii (Pursh) Torr. et A. Gray.;Syst‚¨me 2;Tolmiea menziesii;tolmiea menziesii;182586;182586;species;;
XX 0 FRIBG 20050067;Tolmiea menziesii (Pursh) Torr. et A. Gray.;Serre 4;Tolmiea menziesii;tolmiea menziesii;182586;182586;species;;
XX 0 FRIBG 10002379;Tolpis barbata (L.) Gaertn.;Syst‚¨me 1;Tolpis barbata;tolpis barbata;864472;864472;species;;
XX 0 LZ AN-39-2010;Torilis japonica (Houtt.) DC.;Syst‚¨me 1;Astilbe japonica;astilbe japonica;1062950;1062950;species;;
XX 0 TEBLI 00624;Townsendia eximia A. Gray;Rocaille 2;Townsendia eximia;townsendia eximia;3898832;3898832;species;;
XX 0 TEBLI 00119;Townsendia grandiflora Nutt.;Rocaille 2;Townsendia grandiflora;townsendia grandiflora;3898820;3898820;species;;
US 0 IB 001136;Townsendia hookeri Beaman;Rocaille 2;Townsendia hookeri;townsendia hookeri;504844;504844;species;;
XX 0 FRIBG 20100182;Toxicoscordion venenosum (S. Watson) Rydb.;G‚ophytes;Toxicoscordion venenosum;toxicoscordion venenosum;477999;477999;species;http://www.wikidata.org/entity/Q3849177;Q3849177
XX 0 FRIBG 10002382;Trachelium caeruleum L.;Syst‚¨me 1;Trachelium caeruleum;trachelium caeruleum;729871;729871;species;;
XX 0 FRIBG 20031135;Trachycarpus nanus Beccari;Pl. d'orangerie;Trachycarpus nanus;trachycarpus nanus;314803;314803;species;;
XX 0 FRIBG 20090142;Trachyspermum ammi (L.) Sprague;Mur;Trachyspermum ammi;trachyspermum ammi;671429;671429;species;http://www.wikidata.org/entity/Q413254;Q413254
XX 0 FRIBG 10000444;Tradescantia blossfeldiana Mildbr.;Orangerie;Tradescantia blossfeldiana;tradescantia blossfeldiana;1077464;1077464;species;;
XX 0 FRIBG 10003064;Tradescantia fluminensis Vell.;Orangerie;Tradescantia fluminensis;tradescantia fluminensis;901895;901895;species;;
XX 0 FRIBG 10003065;Tradescantia fluminensis Vell. ''Albo - vittata';Orangerie;Tradescantia fluminensis;tradescantia fluminensis;901895;901895;species;;
XX 0 FRIBG 10000456;Tradescantia pallida (Rose) D. R. Hunt;Orangerie;Tradescantia pallida;tradescantia pallida;17930;17930;species;http://www.wikidata.org/entity/Q1563504;Q1563504
XX 0 FRIBG 19790004;Tradescantia paludosa E.S. Anderson et Woodson;Orangerie;Tradescantia paludosa;tradescantia paludosa;814184;814184;species;;
XX 0 FRIBG 10002384;Tradescantia virginiana L.;Syst‚¨me 4;Tradescantia virginiana;tradescantia virginiana;17935;17935;species;http://www.wikidata.org/entity/Q2078366;Q2078366
XX 0 FRIBG 10002939;Tradescantia zebrina Bosse;Orangerie;Tradescantia zebrina;tradescantia zebrina;215797;215797;species;;
IT 0 FRIBG 19950470;Tragopogon dubius Scop.;Steppe val.;Tragopogon dubius;tragopogon dubius;462870;462870;species;;
XX 0 FRIBG 10002385;Tragopogon porrifolius L. subsp. porrifolius;Syst‚¨me 1;Tragopogon porrifolius;tragopogon porrifolius;143403;143403;species;http://www.wikidata.org/entity/Q941639;Q941639
CH 0 FRIBG 20160609;Tragopogon pratensis subsp. orientalis (L.) Celak.;Syst‚¨me 1;Tragopogon pratensis;tragopogon pratensis;418348;418348;species;http://www.wikidata.org/entity/Q1345772;Q1345772
IT 0 BERN 2002/1184 W P;Trapa natans L.;Pl. aquatiques;Trapa natans;trapa natans;17318;17318;species;http://www.wikidata.org/entity/Q161110;Q161110
XX 0 FRIBG 20030826;Trichocentrum ascendens (Lindl.) M.W. Chase & N.H. Williams;Serre 2;Trichocentrum ascendens;trichocentrum ascendens;939031;939031;species;;
XX 0 FRIBG 20120307;Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa;Serre 1 Am.;Trichocereus bridgesii;trichocereus bridgesii;251573;251573;species;http://www.wikidata.org/entity/Q150216;Q150216
XX 0 FRIBG 19730198;Trichocereus macrogonus Riccob;Serre 1 Am.;Trichocereus macrogonus;trichocereus macrogonus;6034984;6034984;species;;
XX 0 FRIBG 20120309;Trichocereus sp.;Serre 1 Am.;Trichocereus;trichocereus.;6035051;6035051;genus;;
XX 0 FRIBG 19730181;Trichocereus spachianus (Lem.) Riccob.;Serre 1 Am.;Trichocereus;trichocereus.;6035051;6035051;genus;;
XX 0 FRIBG 19960205;Tricyrtis latifolia Maxim.;G‚ophytes;Tricyrtis latifolia;tricyrtis latifolia;575263;575263;species;;
XX 0 FRIBG 20150406;Trifolium fragiferum L.;Syst‚¨me 2;Trifolium fragiferum;trifolium fragiferum;76058;76058;species;http://www.wikidata.org/entity/Q158153;Q158153
XX 0 FRIBG 10002393;Trifolium incarnatum L. subsp. incarnatum;Syst‚¨me 2;Trifolium incarnatum;trifolium incarnatum;705473;705473;species;http://www.wikidata.org/entity/Q161361;Q161361
XX 0 FRIBG 10002394;Trifolium medium L.;Syst‚¨me 2;Trifolium medium;trifolium medium;76048;76048;species;http://www.wikidata.org/entity/Q161369;Q161369
XX 0 FRIBG 10002395;Trifolium pannonicum Jacq.;Rocaille 1;Trifolium pannonicum;trifolium pannonicum;597367;597367;species;http://www.wikidata.org/entity/Q11742449;Q11742449
XX 0 FRIBG 10002720;Trifolium pannonicum Jacq.;Syst‚¨me 2;Trifolium pannonicum;trifolium pannonicum;597367;597367;species;http://www.wikidata.org/entity/Q11742449;Q11742449
DE 0 BHU 2016-0675;Trifolium pratense L. subsp. pratense;Syst‚¨me 2;Trifolium pratense;trifolium pratense;839027;839027;species;http://www.wikidata.org/entity/Q156635;Q156635
XX 0 FRIBG 10003635;Trifolium repens L. subsp. repens;M‚dicinal;Trifolium repens;trifolium repens;116218;116218;species;http://www.wikidata.org/entity/Q148675;Q148675
CH 0 FRIBG 20020009;Trifolium rubens L.;Syst‚¨me 2;Trifolium rubens;trifolium rubens;597377;597377;species;http://www.wikidata.org/entity/Q164774;Q164774
CH 0 Z 20051585;Trifolium rubens L.;Alp. calcaire 2;Trifolium rubens;trifolium rubens;597377;597377;species;http://www.wikidata.org/entity/Q164774;Q164774
;Trifolium spadiceum L.;Zone humide;Trifolium pannonicum;trifolium pannonicum;597367;597367;species;http://www.wikidata.org/entity/Q11742449;Q11742449
ES 0 FRIBG 19910123;Trifolium squamosum L.;Pl. m‚dit.;Trifolium squamosum;trifolium squamosum;222188;222188;species;http://www.wikidata.org/entity/Q15543765;Q15543765
NO 0 FRIBG 20060261;Triglochin maritima L.;Pl. aquatiques;Triglochin maritima;triglochin maritima;724128;724128;species;http://www.wikidata.org/entity/Q157862;Q157862
XX 0 FRIBG 19950731;Trigonella caerulea (L.) Ser.;Syst‚¨me 2;Trigonella caerulea;trigonella caerulea;445955;445955;species;http://www.wikidata.org/entity/Q164849;Q164849
XX 0 FRIBG 10000203;Trigonella foenum-graecum L.;Syst‚¨me 2;Trigonella foenum-graecum;trigonella foenum-graecum;1007994;1007994;species;http://www.wikidata.org/entity/Q133205;Q133205
XX 0 FRIBG 10000203;Trigonella foenum-graecum L.;M‚dicinal;Trigonella foenum-graecum;trigonella foenum-graecum;1007994;1007994;species;http://www.wikidata.org/entity/Q133205;Q133205
XX 0 FRIBG 20060176;Trillium sessile L.;G‚ophytes;Trillium sessile;trillium sessile;76110;76110;species;;
FR 0 FRIBG 20200110;Trinia glauca (L.) Dumort.;Syst‚¨me 1;Trinia glauca;trinia glauca;1059239;1059239;species;;
XX 0 FRIBG 10002399;Tripleurospermum inodorum (L.) Sch. Bip.;Syst‚¨me 1;Tripleurospermum inodorum;tripleurospermum inodorum;1019547;1019547;subspecies;;
FR 0 FRIBG 20000348;Trisetum distichophyllum (Vill.) Roem. et Schult.;Alp. calcaire 2;Trisetum distichophyllum;trisetum distichophyllum;3951018;3951018;species;;
XX 0 FRIBG 20160225;Trisetum flavescens (L.) P. Beauv.;Syst‚¨me 4;Trisetum flavescens;trisetum flavescens;548933;548933;species;http://www.wikidata.org/entity/Q159056;Q159056
CL 0 WURZB 89-130-K-10;Tristagma bivalve (Lindl.) Traub;G‚ophytes;Tristagma bivalve;tristagma bivalve;285953;285953;species;;
XX 0' FRIBG 20090275;Triteleia hyacinthina (Lindley) Greene;G‚ophytes;Triteleia hyacinthina;triteleia hyacinthina;36614;36614;species;http://www.wikidata.org/entity/Q7844269;Q7844269
XX 0 FRIBG 20060155;Triteleia laxa Benth.;G‚ophytes;Triteleia laxa;triteleia laxa;829589;829589;species;;
XX 0 FRIBG 20180483;Triticum aestivum L. subsp. aestivum 'Barbu de Vi‚¨ge';Syst‚¨me 4;;;;;;;
XX 0 FRIBG 10003215;Triticum aestivum L. subsp. aestivum 'Probus';Syst‚¨me 4;Triticum aestivum;triticum aestivum;31926;31926;species;http://www.wikidata.org/entity/Q161098;Q161098
XX 0 FRIBG 19930071;Triticum aestivum L. subsp. aestivum 'Rouge de Gruy‚¨re', 'Poppeliweizen';Syst‚¨me 4;;;;;;;
XX 0 FRIBG 20050550;Triticum aestivum subsp. compactum (Host) Domin;Syst‚¨me 4;Triticum aestivum;triticum aestivum;31926;31926;species;http://www.wikidata.org/entity/Q161098;Q161098
XX 0 FRIBG 20180484;Triticum aestivum subsp. compactum (Host) Domin 'Nain de Sugiez';Syst‚¨me 4;Triticum aestivum;triticum aestivum;31926;31926;species;http://www.wikidata.org/entity/Q161098;Q161098
XX 0 FRIBG 20130304;Triticum aestivum subsp. macha (Dekapr. et Menabde) MacKey;Syst‚¨me 4;Triticum aestivum;triticum aestivum;31926;31926;species;http://www.wikidata.org/entity/Q161098;Q161098
XX 0 FRIBG 10003214;Triticum aestivum subsp. spelta (L.) Thell. 'Barbu blanc';Syst‚¨me 4;Triticum aestivum;triticum aestivum;31926;31926;species;http://www.wikidata.org/entity/Q161098;Q161098
XX 0 FRIBG 20080501;Triticum aestivum subsp. spelta (L.) Thell. 'Ostro';Syst‚¨me 4;Triticum aestivum;triticum aestivum;31926;31926;species;http://www.wikidata.org/entity/Q161098;Q161098
XX 0 FRIBG 20130303;Triticum aestivum subsp. sphaerococcum (Percival) Mackey;Syst‚¨me 4;Triticum aestivum;triticum aestivum;31926;31926;species;http://www.wikidata.org/entity/Q161098;Q161098
XX 0 FRIBG 20150411;Triticum monococcum L. subsp. monococcum;Syst‚¨me 4;Triticum monococcum;triticum monococcum;31940;31940;species;http://www.wikidata.org/entity/Q161397;Q161397
XX 0 FRIBG 20050527;Triticum monococcum subsp. aegilopoides (Link) Thell.;Syst‚¨me 4;Triticum monococcum;triticum monococcum;31940;31940;species;http://www.wikidata.org/entity/Q161397;Q161397
GE 0 BONN 28955;Triticum timopheevii (Zhuk.) Zhuk. subsp. timopheevii 'Tschelta Sanduri';Syst‚¨me 4;Triticum timopheevii;triticum timopheevii;605169;605169;species;;
XX 0 FRIBG 20050525;Triticum turgidum L. subsp. turgidum 'Bl‚ miracle';Syst‚¨me 4;;;;;;;
XX 0 FRIBG 20100361;Triticum turgidum L. subsp. turgidum 'Nonnette de Lausanne';Syst‚¨me 4;Triticum turgidum;triticum turgidum;605173;605173;species;http://www.wikidata.org/entity/Q1939841;Q1939841
XX 0 ULM 1998-F-167;Triticum turgidum subsp. carthlicum (Nevski) A. L‚¶ve et D. L‚¶ve;Syst‚¨me 4;;;;;;;
XX 0 ULM 1998-F-235;Triticum turgidum subsp. dicoccoides (Asch. et Graebn.) Thell.;Syst‚¨me 4;Triticum turgidum;triticum turgidum;605173;605173;species;http://www.wikidata.org/entity/Q1939841;Q1939841
XX 0 FRIBG 10000204;Triticum turgidum subsp. dicoccon (Sch‚bler) Thell. (‚pis blancs);Syst‚¨me 4;;;;;;;
XX 0 FRIBG 10000205;Triticum turgidum subsp. dicoccon (Sch‚bler) Thell. (‚pis noirs);Syst‚¨me 4;;;;;;;
XX 0 BONN 19544;Triticum turgidum subsp. durum (Desf.) Husn. 'Hercules';Syst‚¨me 4;Triticum turgidum;triticum turgidum;605173;605173;species;http://www.wikidata.org/entity/Q1939841;Q1939841
XX 0 BONN 19546;Triticum turgidum subsp. polonicum (L.) Thell. 'Mansholt White';Syst‚¨me 4;Triticum turgidum;triticum turgidum;605173;605173;species;http://www.wikidata.org/entity/Q1939841;Q1939841
XX 0 FRIBG 20130302;Triticum turgidum subsp. turanicum (Jakubz.) A. L‚¶ve et D. L‚¶ve;Syst‚¨me 4;;;;;;;
XX 0 FRIBG 20090461;Triticum urartu Gandilyan;Syst‚¨me 4;Triticum urartu;triticum urartu;345202;345202;species;;
FR 0 BERN 20180028;Trochetiopsis ebenus Cronk;Pl. d'orangerie;Echinopsis;echinopsis.;819440;819440;genus;;
CH 0 G 20046707;Trochiscanthes nodiflora (All.) W.D.J. Koch;Alp. calcaire 4;Trochiscanthes nodiflora;trochiscanthes nodiflora;965819;965819;species;;
CH 0 FRIBG 20020659;Trollius europaeus L.;Zone humide;Trollius europaeus;trollius europaeus;805006;805006;species;http://www.wikidata.org/entity/Q161636;Q161636
XX 0 FRIBG 10003109;Trollius europaeus L.;Syst‚¨me 3;Trollius europaeus;trollius europaeus;805006;805006;species;http://www.wikidata.org/entity/Q161636;Q161636
CH 0 FRIBG 20020659;Trollius europaeus L.;Alp. calcaire 2;Trollius europaeus;trollius europaeus;805006;805006;species;http://www.wikidata.org/entity/Q161636;Q161636
XX 0 FRIBG 10002407;Tropaeolum majus L.;Syst‚¨me 3;Tropaeolum majus;tropaeolum majus;948930;948930;species;http://www.wikidata.org/entity/Q156288;Q156288
XX 0 FRIBG 10002407;Tropaeolum majus L.;M‚dicinal;Tropaeolum majus;tropaeolum majus;948930;948930;species;http://www.wikidata.org/entity/Q156288;Q156288
XX 0 FRIBG 10002409;Tropaeolum peregrinum L.;Syst‚¨me 3;Tropaeolum peregrinum;tropaeolum peregrinum;278537;278537;species;http://www.wikidata.org/entity/Q5477895;Q5477895
XX 0 Z 20100037;Tropaeolum tuberosum Ruiz et Pav.;Syst‚¨me 3;Tropaeolum tuberosum;tropaeolum tuberosum;802077;802077;species;http://www.wikidata.org/entity/Q766182;Q766182
XX 0 FRIBG 10002411;Tsuga canadensis (L.) Carr.;Arboretum;Tsuga canadensis;tsuga canadensis;117276;117276;species;http://www.wikidata.org/entity/Q1137143;Q1137143
XX 0 FRIBG 20110348;Tuberaria guttata Fourr.;Pl. m‚dit.;Tuberaria guttata;tuberaria guttata;411428;411428;species;;
XX 0 UNKAR 2011-5108;Tulbaghia violacea Harv.;Syst‚¨me 4;Tulbaghia violacea;tulbaghia violacea;809755;809755;species;http://www.wikidata.org/entity/Q7851979;Q7851979
XX 0 FRIBG 20031095;Tulipa - Hybriden 'Blue Heron';G‚ophytes;Tulipa armena;tulipa armena;394496;394496;species;;
XX 0 FRIBG 20031096;Tulipa - Hybriden 'Couleur Cardinal';G‚ophytes;Tulipa armena;tulipa armena;394496;394496;species;;
XX 0 FRIBG 20031097;Tulipa - Hybriden 'Spring Green';G‚ophytes;Tulipa armena;tulipa armena;394496;394496;species;;
XX 0 WUPPT 90-2428-7-0;Tulipa acuminata Hornem.;G‚ophytes;Tulipa acuminata;tulipa acuminata;394499;394499;species;http://www.wikidata.org/entity/Q3541955;Q3541955
TR 0 FRIBG 20080216;Tulipa armena Boiss.;G‚ophytes;Tulipa armena;tulipa armena;394496;394496;species;;
XX 0 FRIBG 19950693;Tulipa aucheriana Baker;G‚ophytes;Tulipa aucheriana;tulipa aucheriana;5325952;5325952;species;;
XX 0 FRIBG 20140400;Tulipa biflora Pall.;G‚ophytes;Tulipa biflora;tulipa biflora;154080;154080;species;http://www.wikidata.org/entity/Q232322;Q232322
XX 0 FRIBG 19950642;Tulipa clusiana DC.;G‚ophytes;Tulipa clusiana;tulipa clusiana;796090;796090;species;http://www.wikidata.org/entity/Q1158346;Q1158346
XX 0 FRIBG 10003261;Tulipa clusiana DC.;Roseraie;Tulipa clusiana;tulipa clusiana;796090;796090;species;http://www.wikidata.org/entity/Q1158346;Q1158346
XX 0 FRIBG 10003261;Tulipa clusiana DC.;Syst‚¨me 4;Tulipa clusiana;tulipa clusiana;796090;796090;species;http://www.wikidata.org/entity/Q1158346;Q1158346
XX 0 FRIBG 20031021;Tulipa didieri Jord.;G‚ophytes;Tulipa didieri;tulipa didieri;878707;878707;species;http://www.wikidata.org/entity/Q163060;Q163060
XX 0 FRIBG 20140398;Tulipa eichleri Regel;G‚ophytes;Tulipa armena;tulipa armena;394496;394496;species;;
XX 0 FRIBG 19950696;Tulipa greigii Regel;G‚ophytes;Tulipa greigii;tulipa greigii;3966702;3966702;species;;
XX 0 FRIBG 19960494;Tulipa grengiolensis Thommen;G‚ophytes;Tulipa grengiolensis;tulipa grengiolensis;878707;878707;species;http://www.wikidata.org/entity/Q163060;Q163060
CH 0 G 19870879;Tulipa grengiolensis Thommen;Pl. prot‚g‚es;Tulipa grengiolensis;tulipa grengiolensis;878707;878707;species;http://www.wikidata.org/entity/Q163060;Q163060
XX 0 FRIBG 19950697;Tulipa humilis Herb.;G‚ophytes;Tulipa humilis;tulipa humilis;394490;394490;species;http://www.wikidata.org/entity/Q5908202;Q5908202
TR 0 FRIBG 20040369;Tulipa humilis Herb.;Rocaille 1;Tulipa humilis;tulipa humilis;394490;394490;species;http://www.wikidata.org/entity/Q5908202;Q5908202
KZ 0 FRIBG 19950544;Tulipa kaufmanniana Regel;G‚ophytes;Tulipa kaufmanniana;tulipa kaufmanniana;3966719;3966719;species;http://www.wikidata.org/entity/Q2265529;Q2265529
XX 0 FRIBG 19950647;Tulipa kolpakowskiana Regel;G‚ophytes;Tulipa kolpakowskiana;tulipa kolpakowskiana;995737;995737;species;;
XX 0 FRIBG 19950698;Tulipa kurdica Wendelbo;G‚ophytes;Tulipa armena;tulipa armena;394496;394496;species;;
XX 0 FRIBG 20090090;Tulipa linifolia Regel;G‚ophytes;Tulipa linifolia;tulipa linifolia;3966734;3966734;species;http://www.wikidata.org/entity/Q1815255;Q1815255
XX 0 WUPPT 94-0103-7-0;Tulipa orphanidea Boiss.;G‚ophytes;Tulipa orphanidea;tulipa orphanidea;394492;394492;species;;
XX 0 FRIBG 20080332;Tulipa orphanidea subsp. whittalii (A.D. Hall) Zonn.;G‚ophytes;Tulipa orphanidea;tulipa orphanidea;394492;394492;species;;
XX 0 FRIBG 20140399;Tulipa orphanidea subsp. whittalii (A.D. Hall) Zonn.;G‚ophytes;Tulipa orphanidea;tulipa orphanidea;394492;394492;species;;
XX 0 FRIBG 19950735;Tulipa praecox Ten.;G‚ophytes;Tulipa praecox;tulipa praecox;394499;394499;species;http://www.wikidata.org/entity/Q3541955;Q3541955
XX 0 FRIBG 19950702;Tulipa praestans H.B.May;G‚ophytes;Tulipa praestans;tulipa praestans;361379;361379;species;http://www.wikidata.org/entity/Q977756;Q977756
GR 0 M 2004/1774;Tulipa saxatilis Spreng.;G‚ophytes;Tulipa saxatilis;tulipa saxatilis;48553;48553;species;;
XX 0 FRIBG 20100305;Tulipa saxatilis Spreng.;G‚ophytes;Tulipa saxatilis;tulipa saxatilis;48553;48553;species;;
GR 0 M 2004/1774;Tulipa saxatilis Spreng.;G‚ophytes;Tulipa saxatilis;tulipa saxatilis;48553;48553;species;;
XX 0 FRIBG 20150415;Tulipa saxatilis Spreng.;Syst‚¨me 4;Tulipa saxatilis;tulipa saxatilis;48553;48553;species;;
XX 0 M B/0304;Tulipa sprengeri Baker;G‚ophytes;Tulipa armena;tulipa armena;394496;394496;species;;
XX 0 LZ STO-113-2016;Tulipa sprengeri Baker;Syst‚¨me 4;Tulipa armena;tulipa armena;394496;394496;species;;
XX 0 FRIBG 10002941;Tulipa sylvestris L. subsp. sylvestris;Pl. prot‚g‚es;Tulipa sylvestris;tulipa sylvestris;677866;677866;species;http://www.wikidata.org/entity/Q163050;Q163050
FR 0 FRIBG 19830001;Tulipa sylvestris subsp. australis (Link) Pamp.;Pl. prot‚g‚es;Tulipa sylvestris;tulipa sylvestris;677866;677866;species;http://www.wikidata.org/entity/Q163050;Q163050
;;;;;;;;;
FR 0 FRIBG 19830001;Tulipa sylvestris subsp. australis (Link) Pamp.;Steppe val.;Tulipa sylvestris;tulipa sylvestris;677866;677866;species;http://www.wikidata.org/entity/Q163050;Q163050
;;;;;;;;;
;Tulipa tarda Stapf;G‚ophytes;Tulipa tarda;tulipa tarda;1087306;1087306;species;http://www.wikidata.org/entity/Q744508;Q744508
XX 0 FRIBG 10003058;Tulipa tarda Stapf;Rocaille 2;Tulipa tarda;tulipa tarda;1087306;1087306;species;http://www.wikidata.org/entity/Q744508;Q744508
XX 0 FRIBG 20140401;Tulipa turkestanica (Regel) Regel;G‚ophytes;Tulipa turkestanica;tulipa turkestanica;281525;281525;species;http://www.wikidata.org/entity/Q2302706;Q2302706
XX 0 M 2006/2593;Tulipa turkestanica (Regel) Regel;Syst‚¨me 4;Tulipa turkestanica;tulipa turkestanica;281525;281525;species;http://www.wikidata.org/entity/Q2302706;Q2302706
RU 0 OSN 2009-554;Tulipa uniflora Baker;G‚ophytes;Tulipa uniflora;tulipa uniflora;1003456;1003456;species;;
XX 0 FRIBG 2009120;Tulipa urumiensis Stapf;G‚ophytes;Tulipa urumiensis;tulipa urumiensis;377298;377298;species;http://www.wikidata.org/entity/Q3541960;Q3541960
XX 0 FRIBG 10000077;Turgenia latifolia (L.) Hoffm.;Syst‚¨me 1;Turgenia latifolia;turgenia latifolia;874046;874046;species;http://www.wikidata.org/entity/Q3509015;Q3509015
CH 0 BERN 1984/252;Turritis glabra L.;Pl. prot‚g‚es;Turritis glabra;turritis glabra;407496;407496;species;;
XX 0 FRIBG 10002415;Tussilago farfara L.;Syst‚¨me 1;Tussilago farfara;tussilago farfara;1069824;1069824;species;http://www.wikidata.org/entity/Q26302;Q26302
XX 0 FRIBG 10002722;Tussilago farfara L.;M‚dicinal;Tussilago farfara;tussilago farfara;1069824;1069824;species;http://www.wikidata.org/entity/Q26302;Q26302
XX 0 FRIBG 19890606;Typha angustifolia L.;Pl. prot‚g‚es;Typha angustifolia;typha angustifolia;17923;17923;species;http://www.wikidata.org/entity/Q146572;Q146572
XX 0 FRIBG 10002416;Typha latifolia L.;Pl. aquatiques;Typha latifolia;typha latifolia;613200;613200;species;http://www.wikidata.org/entity/Q147520;Q147520
CH 0 G 19987220J;Typha minima Hoppe;Pl. aquatiques;Typha minima;typha minima;293477;293477;species;;
CH 0 G 19987220J;Typha minima Hoppe;Pl. prot‚g‚es;Typha minima;typha minima;293477;293477;species;;
CH 0 FRIBG 20070470;Typha shuttleworthii W.D.J. Koch et Sond.;Pl. aquatiques;Typha shuttleworthii;typha shuttleworthii;395404;395404;species;;
CH 0 FRIBG 20070470;Typha shuttleworthii W.D.J. Koch et Sond.;Pl. prot‚g‚es;Typha shuttleworthii;typha shuttleworthii;395404;395404;species;;
XX 0 FRIBG 10002418;Ulex europaeus L.;Pl. m‚dit.;Ulex europaeus;ulex europaeus;1056067;1056067;species;http://www.wikidata.org/entity/Q161794;Q161794
XX 0 FRIBG 10002418;Ulex europaeus L.;Mur;Ulex europaeus;ulex europaeus;1056067;1056067;species;http://www.wikidata.org/entity/Q161794;Q161794
XX 0 FRIBG 10002419;Ulmus carpinifolia var. suberosa (Moench) Rehd.;Arboretum;Ulmus carpinifolia;ulmus carpinifolia;1029242;1029242;species;;
;Ulmus glabra Huds.;For‚ªt;Ulmus glabra;ulmus glabra;218596;218596;species;http://www.wikidata.org/entity/Q147498;Q147498
XX 0 FRIBG 19920758;Ulmus minor Mill.;Arboretum;Ulmus minor;ulmus minor;1029242;1029242;species;;
CN 0 FRIBG 20060309;Ulmus parviflora Jacq.;Arboretum;Ulmus pumila;ulmus pumila;1011372;1011372;species;http://www.wikidata.org/entity/Q1079824;Q1079824
CN 0 FRIBG 20060310;Ulmus pumila L.;Syst‚¨me 2;Ulmus pumila;ulmus pumila;1011372;1011372;species;http://www.wikidata.org/entity/Q1079824;Q1079824
IT 0 FRIBG 20070261;Umbilicus horizontalis (Guss.) DC.;Rocaille 3;Umbilicus rupestris;umbilicus rupestris;156576;156576;species;http://www.wikidata.org/entity/Q2719123;Q2719123
GR 0 FRIBG 20000105;Umbilicus rupestris (Salisb.) Dandy;Serre 1 N-Afr.;Umbilicus rupestris;umbilicus rupestris;156576;156576;species;http://www.wikidata.org/entity/Q2719123;Q2719123
FR 0 STR 2016324;Umbilicus rupestris (Salisb.) Dandy;Bacs tuf;Umbilicus rupestris;umbilicus rupestris;156576;156576;species;http://www.wikidata.org/entity/Q2719123;Q2719123
FR 0 P 2019g008;Umbilicus rupestris (Salisb.) Dandy;Alp. calcaire 6;Umbilicus rupestris;umbilicus rupestris;156576;156576;species;http://www.wikidata.org/entity/Q2719123;Q2719123
XX 0 FRIBG 20100300;Uncarina decaryi Ihlenf.;Serre 1 Madag.;Uncarina decaryi;uncarina decaryi;6088713;6088713;species;;
LK 0 NCY 19783340W;Urena lobata L. s.l.;Serre 5;Urena lobata;urena lobata;485925;485925;species;http://www.wikidata.org/entity/Q1496720;Q1496720
XX 0 FRIBG 20210063;Urtica cannabina L.;Syst‚¨me 2;Urtica cannabina;urtica cannabina;368586;368586;species;;
CH 0 FRIBG 20150341;Urtica dioica L.;Syst‚¨me 2;Urtica dioica;urtica dioica;267705;267705;species;http://www.wikidata.org/entity/Q155909;Q155909
XX 0 FRIBG 10002422;Urtica dioica L.;M‚dicinal;Urtica dioica;urtica dioica;267705;267705;species;http://www.wikidata.org/entity/Q155909;Q155909
XX 0 FRIBG 10000206;Urtica pilulifera L.;Syst‚¨me 2;Urtica urens;urtica urens;838850;838850;species;http://www.wikidata.org/entity/Q157175;Q157175
XX 0 FRIBG 10002724;Urtica urens L.;Mur;Urtica urens;urtica urens;838850;838850;species;http://www.wikidata.org/entity/Q157175;Q157175
XX 0 FRIBG 20120367;Utricularia livida E.Mey;Carnivore;Utricularia livida;utricularia livida;956892;956892;species;;
XX 0 FRIBG 20040498;Utricularia sandersonii Oliv.;Carnivore;Utricularia sandersonii;utricularia sandersonii;135243;135243;species;;
XX 0 FRIBG 20170367;Uvularia grandiflora Sm.;G‚ophytes;Uvularia grandiflora;uvularia grandiflora;257169;257169;species;;
XX 0 G 19780110;Uvularia grandiflora Sm.;Syst‚¨me 4;Uvularia grandiflora;uvularia grandiflora;257169;257169;species;;
XX 0 FRIBG 10000207;Vaccaria hispanica (Mill.) Rauschert;Syst‚¨me 3;Vaccaria hispanica;vaccaria hispanica;35604;35604;species;;
XX 0 FRIBG 20150320;Vaccinium corymbosum L. 'Patriot';Syst‚¨me 2;Vaccinium corymbosum;vaccinium corymbosum;567253;567253;species;http://www.wikidata.org/entity/Q468695;Q468695
CH 0 FRIBG 19820022;Vaccinium macrocarpon Aiton;Zone humide;Vaccinium macrocarpon;vaccinium macrocarpon;295602;295602;species;http://www.wikidata.org/entity/Q149397;Q149397
CH 0 FRIBG 20180422;Vaccinium myrtillus L.;Syst‚¨me 2;Vaccinium myrtillus;vaccinium myrtillus;817730;817730;species;http://www.wikidata.org/entity/Q5413585;Q5413585
XX 0 FRIBG 10003056;Vaccinium myrtillus L.;M‚dicinal;Vaccinium myrtillus;vaccinium myrtillus;817730;817730;species;http://www.wikidata.org/entity/Q5413585;Q5413585
XX 0 FRIBG 10003056;Vaccinium myrtillus L.;Pl. prot‚g‚es;Vaccinium myrtillus;vaccinium myrtillus;817730;817730;species;http://www.wikidata.org/entity/Q5413585;Q5413585
XX 0 FRIBG 10002725;Vaccinium uliginosum L.;Pl. prot‚g‚es;Vaccinium uliginosum;vaccinium uliginosum;994130;994130;species;http://www.wikidata.org/entity/Q146967;Q146967
