ipen;idTaxon;secteur;matched_name;Inventaire FRIBG;taxon.ott_id;ott_id;rank;wikidataId;wd_taxa_qid
;Abelia mosanensis Nakai;Syst‚¨me 1;Abelia mosanensis;abelia mosanensis;425469;425469;species;;
XX 0 FRIBG 20080454;Abelia x grandiflora (Andr‚) Rehder;Place du bouleau;;;;;;;
XX 0 FRIBG 20080453;Abeliophyllum distichum Nakai;Place du bouleau;Abeliophyllum distichum;abeliophyllum distichum;320380;320380;species;http://www.wikidata.org/entity/Q310370;Q310370
XX 0 MJB 19--54230;Abelmoschus esculentus (L.) Moench;Serre 5;Abelmoschus esculentus;abelmoschus esculentus;514975;514975;species;http://www.wikidata.org/entity/Q80531;Q80531
XX 0 FRIBG 10000081;Abelmoschus manihot (L.) Medik.;Syst‚¨me 3;Abelmoschus manihot;abelmoschus manihot;17450;17450;species;http://www.wikidata.org/entity/Q749221;Q749221
GT 0 M 2004/2358;Abelmoschus moschatus Medik.;Mur;Abelmoschus moschatus;abelmoschus moschatus;1030301;1030301;species;http://www.wikidata.org/entity/Q2086536;Q2086536
XX 0 FRIBG 10000463;Abies alba Mill.;Arboretum;Abies alba;abies alba;887363;887363;species;http://www.wikidata.org/entity/Q146992;Q146992
XX 0 FRIBG 20150333;Abies koreana E.H. Wilson;Syst‚¨me 4;Abies koreana;abies koreana;876314;876314;species;http://www.wikidata.org/entity/Q390100;Q390100
XX 0 FRIBG 10000472;Abies nordmanniana Spach.;Arboretum;Abies nordmanniana;abies nordmanniana;876306;876306;species;http://www.wikidata.org/entity/Q148920;Q148920
XX 0 FRIBG 19740001;Abies numidica de Lannoy;Microscopie;Abies numidica;abies numidica;140066;140066;species;;
XX 0 FRIBG 10000473;Abies pinsapo Boiss.;Arboretum;Abies pinsapo;abies pinsapo;220887;220887;species;http://www.wikidata.org/entity/Q849381;Q849381
XX 0 FRIBG 19630002;Abies procera Rehd.;Microscopie;Abies procera;abies procera;876302;876302;species;http://www.wikidata.org/entity/Q1283223;Q1283223
XX 0 FRIBG 20100010;Abroma augustum (L.) L. f.;Serre 5;Abroma augustum;abroma augustum;385534;385534;species;;
XX 0 FRIBG 20120338;Abromeitiella sp.;Serre 1 Am.;Abromeitiella;abromeitiella.;6019321;6019321;genus;;
XX 0 FRIBG 20050342;Abrus precatorius L.;Multiplication;Abrus precatorius;abrus precatorius;39530;39530;species;;
SC 0 FRIBG 20190119;Abrus precatorius L.;Multiplication;Abrus precatorius;abrus precatorius;39530;39530;species;;
XX 0 FRIBG 20050254;Abutilon grandifolium (Willd.) Sweet;Serre 5;Abutilon grandifolium;abutilon grandifolium;464177;464177;species;;
CH 0 FRIBG 20090460;Abutilon theophrasti Medik.;Syst‚¨me 3;Abutilon theophrasti;abutilon theophrasti;854500;854500;species;http://www.wikidata.org/entity/Q606369;Q606369
ZA 0 FRIBG 20030001;Acacia karroo Hayne;Serre 1 S-Afr.;Acacia karroo;acacia karroo;232958;232958;species;http://www.wikidata.org/entity/Q41778476;Q41778476
XX 0 FRIBG 19660009;Acacia senegal Willd.;Serre 1 N-Afr.;Acacia senegal;acacia senegal;581615;581615;species;http://www.wikidata.org/entity/Q23055621;Q23055621
XX 0 FRIBG 10000477;Acaena buchananii Hook. f.;Syst‚¨me 2;Acaena buchananii;acaena buchananii;956120;956120;species;;
AR 0 FRIBG 20180269;Acaena cespitosa Gillies;Rocaille 3;Acaena ovina;acaena ovina;408102;408102;species;;
XX 0 FRIBG 20030639;Acaena microphylla Hook f.;Rocaille 3;Acaena microphylla;acaena microphylla;956122;956122;species;http://www.wikidata.org/entity/Q9572126;Q9572126
XX 0 FRIBG 10000478;Acaena ovina A.Cunn.;Syst‚¨me 2;Acaena ovina;acaena ovina;408102;408102;species;;
XX 0 FRIBG 10000479;Acaena pinnatifida Ruiz et Pav.;Rocaille 1;Acaena pinnatifida;acaena pinnatifida;984459;984459;species;http://www.wikidata.org/entity/Q4671628;Q4671628
XX 0 FRIBG 10003127;Acalypha chamaedrifolia (Lam.) M‚ll. Arg.;Serre 4;;;;;;;
XX 0 FRIBG 10003219;Acalypha hispida Burm. f.;Serre 4;Acalypha hispida;acalypha hispida;1015290;1015290;species;http://www.wikidata.org/entity/Q163528;Q163528
XX 0 FRIBG 10003128;Acalypha wilkesiana M‚ll. Arg. 'Godseffiana';Serre 4;;;;;;;
XX 0 FRIBG 10003218;Acalypha wilkesiana M‚ll. Arg. 'Musaica';Serre 4;;;;;;;
XX 0 FRIBG 10003129;Acalypha wilkesiana M‚ll. Arg. 'Obovata';Serre 4;;;;;;;
XX 0 FRIBG 20150289;Acantholimon armenum Boiss.;Rocaille 3;Acantholimon armenum;acantholimon armenum;6038529;6038529;species;;
XX 0 FRIBG 20150289;Acantholimon armenum Boiss.;Bacs tuf;Acantholimon armenum;acantholimon armenum;6038529;6038529;species;;
XX 0 FRIBG 20010071;Acantholimon glumaceum (Jaub. et Spach) Boiss.;Place du tilleul;Acantholimon glumaceum;acantholimon glumaceum;7049687;7049687;species;;
XX 0 FRIBG 20010071;Acantholimon glumaceum (Jaub. et Spach) Boiss.;Bacs tuf;Acantholimon glumaceum;acantholimon glumaceum;7049687;7049687;species;;
XX 0 FRIBG 20010135;Acantholimon olivieri (Jaub et Spach) Boiss.;Rocaille 1;Acantholimon olivieri;acantholimon olivieri;6038666;6038666;species;;
XX 0 FRIBG 20100350;Acantholimon ulicinum (Schult.) Boiss.;Rocaille 3;Acantholimon ulicinum;acantholimon ulicinum;5728864;5728864;species;;
XX 0 FRIBG 20100350;Acantholimon ulicinum (Schult.) Boiss.;Place du tilleul;Acantholimon ulicinum;acantholimon ulicinum;5728864;5728864;species;;
XX 0 FRIBG 20100350;Acantholimon ulicinum (Schult.) Boiss.;Bacs tuf;Acantholimon ulicinum;acantholimon ulicinum;5728864;5728864;species;;
TR 0 FRIBG 20160377;Acantholimon venustum Boiss.;Rocaille 3;Acantholimon venustum;acantholimon venustum;6038733;6038733;species;;
XX 0 FRIBG 10000482;Acanthus hungaricus (Borbas) Baen.;Syst‚¨me 1;Acanthus hungaricus;acanthus hungaricus;912485;912485;species;;
XX 0 FRIBG 10003130;Acanthus montanus (Nees) T. Anderson;Serre 4;Acanthus montanus;acanthus montanus;828092;828092;species;http://www.wikidata.org/entity/Q4672080;Q4672080
GR 0 FRIBG 20160352;Acanthus spinosus L.;Place du tilleul;Acanthus spinosus;acanthusinosus;444250;444250;species;;
XX 0 FRIBG 19980531;Acer buergerianum Miq.;Foug‚¨res;Acer buergerianum;acer buergerianum;979924;979924;species;http://www.wikidata.org/entity/Q941891;Q941891
CH 0 FRIBG 19970472;Acer campestre L.;Foug‚¨res;Acer campestre;acer campestre;506137;506137;species;http://www.wikidata.org/entity/Q158785;Q158785
XX 0 FRIBG 20020148;Acer capillipes Maxim.;Foug‚¨res;Acer capillipes;acer capillipes;190369;190369;species;http://www.wikidata.org/entity/Q1089472;Q1089472
XX 0 FRIBG 20050546;Acer cappadocicum Gled.;Foug‚¨res;Acer cappadocicum;acer cappadocicum;1055367;1055367;species;http://www.wikidata.org/entity/Q766133;Q766133
XX 0 FRIBG 19990270;Acer carpinifolium Siebold et Zucc.;Foug‚¨res;Acer carpinifolium;acer carpinifolium;774549;774549;species;http://www.wikidata.org/entity/Q284462;Q284462
XX 0 FRIBG 20140299;Acer cissifolium (Siebold et Zucc.) K. Koch;Syst‚¨me 3;Acer cissifolium;acer cissifolium;441203;441203;species;http://www.wikidata.org/entity/Q481767;Q481767
XX 0 FRIBG 20090322;Acer davidii Franch. subsp. davidii;Foug‚¨res;Acer davidii;acer davidii;114485;114485;species;http://www.wikidata.org/entity/Q657935;Q657935
XX 0 FRIBG 19990358;Acer griseum (Franch.) Pax;Foug‚¨res;Acer griseum;acer griseum;523216;523216;species;http://www.wikidata.org/entity/Q203985;Q203985
XX 0 FRIBG 19960518;Acer hyrcanum Fisch. et C.A. Mey.;Foug‚¨res;Acer hyrcanum;acer hyrcanum;830656;830656;species;http://www.wikidata.org/entity/Q805008;Q805008
XX 0 FRIBG 20070294;Acer japonicum Thunb.;Foug‚¨res;Acer japonicum;acer japonicum;814702;814702;species;http://www.wikidata.org/entity/Q149269;Q149269
XX 0 FRIBG 19960517;Acer mono Maxim.;Foug‚¨res;Acer mono;acer mono;1050917;1050917;subspecies;;
FR 0 FRIBG 19990367;Acer monspessulanum L.;Foug‚¨res;Acer monspessulanum;acer monspessulanum;636269;636269;species;http://www.wikidata.org/entity/Q161388;Q161388
XX 0 FRIBG 20200093;Acer negundo L. subsp. negundo;Foug‚¨res;Acer negundo;acer negundo;948925;948925;species;http://www.wikidata.org/entity/Q161166;Q161166
CH 0 FRIBG 19770003;Acer opalus Mill.;Foug‚¨res;Acer opalus;acer opalus;636271;636271;species;http://www.wikidata.org/entity/Q163822;Q163822
XX 0 FRIBG 19960516;Acer palmatum Murray;Foug‚¨res;Acer palmatum;acer palmatum;506130;506130;species;http://www.wikidata.org/entity/Q269224;Q269224
XX 0 FRIBG 10000484;Acer palmatum Murray 'Atropurpureum';Foug‚¨res;Acer palmatum;acer palmatum;506130;506130;species;http://www.wikidata.org/entity/Q269224;Q269224
XX 0 FRIBG 10000485;Acer palmatum Thunb. 'Dissectum';Foug‚¨res;Acer palmatum;acer palmatum;506130;506130;species;http://www.wikidata.org/entity/Q269224;Q269224
CH 0 FRIBG 20010151;Acer platanoides L.;Foug‚¨res;Acer platanoides;acer platanoides;948919;948919;species;http://www.wikidata.org/entity/Q26745;Q26745
XX 0 FRIBG 10003229;Acer pseudoplatanus L.;Foug‚¨res;Acer pseudoplatanus;acer pseudoplatanus;948911;948911;species;http://www.wikidata.org/entity/Q156944;Q156944
XX 0 FRIBG 20020001;Acer rufinerve Siebold et Zucc.;Foug‚¨res;Acer rufinerve;acer rufinerve;700437;700437;species;http://www.wikidata.org/entity/Q285744;Q285744
;Acer saccharinum L.;Foug‚¨res;Acer saccharinum;acer saccharinum;266103;266103;species;http://www.wikidata.org/entity/Q158301;Q158301
XX 0 FRIBG 20000468;Acer saccharum Marshall;Foug‚¨res;Acer saccharum;acer saccharum;948916;948916;species;http://www.wikidata.org/entity/Q214733;Q214733
XX 0 FRIBG 10000492;Acer saccharum Marshall;Pourtour engazonn‚ du syst‚¨me;Acer saccharum;acer saccharum;948916;948916;species;http://www.wikidata.org/entity/Q214733;Q214733
XX 0 FRIBG 20020522;Acer sempervirens L.;Foug‚¨res;Acer sempervirens;acer sempervirens;830658;830658;species;http://www.wikidata.org/entity/Q1788044;Q1788044
XX 0 FRIBG 19990212;Acer tataricum L. subsp. tataricum;Foug‚¨res;Acer tataricum;acer tataricum;403777;403777;species;http://www.wikidata.org/entity/Q162728;Q162728
XX 0 FRIBG 19900988;Acer tataricum subsp. ginnala (Maxim.) Wesm.;Foug‚¨res;Acer tataricum;acer tataricum;403777;403777;species;http://www.wikidata.org/entity/Q162728;Q162728
XX 0 FRIBG 20030757;Achillea clypeolata Sibth. et Sm.;Syst‚¨me 1;Achillea clypeolata;achillea clypeolata;768350;768350;species;http://www.wikidata.org/entity/Q15586366;Q15586366
FR 0 FRIBG 20170353;Achillea collina Rchb.;Alp. calcaire 1;Achillea collina;achillea collina;245242;245242;species;http://www.wikidata.org/entity/Q15257146;Q15257146
FR 0 FRIBG 20170353;Achillea collina Rchb.;Steppe val.;Achillea collina;achillea collina;245242;245242;species;http://www.wikidata.org/entity/Q15257146;Q15257146
XX 0 FRIBG 10000496;Achillea filipendulina Lam.;Syst‚¨me 1;Achillea filipendulina;achillea filipendulina;245238;245238;species;http://www.wikidata.org/entity/Q383705;Q383705
CH 0 FRIBG 20120231;Achillea macrophylla L.;Alp. calcaire 2;Achillea macrophylla;achillea macrophylla;921030;921030;species;http://www.wikidata.org/entity/Q1290936;Q1290936
CH 0 FRIBG 20140451;Achillea macrophylla L.;Alp. calcaire 1;Achillea macrophylla;achillea macrophylla;921030;921030;species;http://www.wikidata.org/entity/Q1290936;Q1290936
XX 0 FRIBG 10000499;Achillea millefolium aggr.;Syst‚¨me 1;Achillea millefolium;achillea millefolium;828103;828103;species;http://www.wikidata.org/entity/Q25408;Q25408
XX 0 FRIBG 10000499;Achillea millefolium aggr.;M‚dicinal;Achillea millefolium;achillea millefolium;828103;828103;species;http://www.wikidata.org/entity/Q25408;Q25408
FR 0 FRIBG 20040133;Achillea nobilis L.;Steppe val.;Achillea nobilis;achillea nobilis;395150;395150;species;http://www.wikidata.org/entity/Q1285422;Q1285422
XX 0 FRIBG 10000501;Achillea ptarmica L.;Syst‚¨me 1;Achillea ptarmica;achillea ptarmica;195131;195131;species;http://www.wikidata.org/entity/Q1335122;Q1335122
XX 0 FRIBG 20060554;Achillea serbica Nyman;Rocaille 3;Achillea sericea;achillea serbica;768363;768363;species;http://www.wikidata.org/entity/Q878976;Q878976
HU 0 FRIBG 20050239;Achillea setacea Waldst. et Kit.;Steppe val.;Achillea setacea;achillea setacea;870478;870478;species;http://www.wikidata.org/entity/Q10871274;Q10871274
IT 0 FRIBG 20010512;Achillea tomentosa L.;Steppe val.;Achillea tomentosa;achillea tomentosa;7597060;7597060;species;http://www.wikidata.org/entity/Q3604440;Q3604440
XX 0 RAMB 208001;Achillea umbellata Sibth. et Sm.;Rocaille 1;Achillea umbellata;achillea umbellata;7597066;7597066;species;http://www.wikidata.org/entity/Q15589895;Q15589895
XX 0 FRIBG 20140108;Achimenes erecta (Lam.) H.P. Fuchs;Serre 4;Achimenes erecta;achimenes erecta;85957;85957;species;;
CH 0 FRIBG 20020468;Achnatherum calamagrostis (L.) P. Beauv.;Alp. calcaire 6;Achnatherum calamagrostis;achnatherum calamagrostis;278511;278511;species;;
XX 0 FRIBG 20160527;Acianthera sonderiana (Rchb.f.) Pridgeon & M.W.Chase;Serre 2;Calanthea;calanthe.;5329908;5329908;genus;;
CH 0 FRIBG 20160497;Acinos alpinus (L.) Moench;Alp. calcaire 5;Acinos alpinus;acinos alpinus;209230;209230;species;http://www.wikidata.org/entity/Q15352550;Q15352550
CH 0 FRIBG 20080119;Acinos arvensis (Lam.) Dandy;Syst‚¨me 1;Acinos arvensis;acinos arvensis;444441;444441;species;http://www.wikidata.org/entity/Q17024325;Q17024325
GR 0 M 1977/0274;Acis rosea (F. Martin bis) Sweet;G‚ophytes;Acis rosea;acis rosea;813073;813073;species;;
XX 0 BERN 1985/209 G S;Acis valentina (Pau) Lledo, A.P Davis et M.B. Crespo;G‚ophytes;Acis valentina;acis valentina;813085;813085;species;;
XX 0 FRIBG 20060044;Acmella oleracea (L.) R.K. Jansen;M‚dicinal;Acmella oleracea;acmella oleracea;5794458;5794458;species;http://www.wikidata.org/entity/Q2097498;Q2097498
XX 0 FRIBG 20060044;Acmella oleracea (L.) R.K. Jansen;Serre 5;Acmella oleracea;acmella oleracea;5794458;5794458;species;http://www.wikidata.org/entity/Q2097498;Q2097498
CH 0 FRIBG 20020675;Aconitum altissimum Mill.;Pl. prot‚g‚es;Aconitum anthora;aconitum anthora;14057;14057;species;http://www.wikidata.org/entity/Q927257;Q927257
HU 0 FRIBG 20100314;Aconitum anthora L.;Alp. calcaire 4;Aconitum anthora;aconitum anthora;14057;14057;species;http://www.wikidata.org/entity/Q927257;Q927257
XX 0 FRIBG 19910407;Aconitum carmichaelii Debeaux;Syst‚¨me 3;Aconitum carmichaelii;aconitum carmichaelii;549536;549536;species;http://www.wikidata.org/entity/Q2561734;Q2561734
AT 0 FRIBG 20030190;Aconitum compactum (Rchb.) Gayer;Alp. calcaire 5;Aconitum vulparia;aconitum vulparia;5511358;5511358;subspecies;;
XX 0 FRIBG 10000503;Aconitum forrestii Stapf;Syst‚¨me 3;Aconitum forrestii;aconitum forrestii;556432;556432;species;http://www.wikidata.org/entity/Q10877510;Q10877510
CH 0 FRIBG 19910913;Aconitum lamarckii Rchb.;Alp. calcaire 3;Aconitum yamazakii;aconitum lamarckii;101580;101580;species;;
XX 0 FRIBG 10000504;Aconitum napellus L. s.l.;Pl. prot‚g‚es;Aconitum napellus;aconitum napellus;586780;586780;species;http://www.wikidata.org/entity/Q159218;Q159218
XX 0 FRIBG 10000505;Aconitum napellus L. s.l.;M‚dicinal;Aconitum napellus;aconitum napellus;586780;586780;species;http://www.wikidata.org/entity/Q159218;Q159218
XX 0 FRIBG 19860002;Aconitum rostratum Bernh.;Pl. prot‚g‚es;Aconitum anthora;aconitum anthora;14057;14057;species;http://www.wikidata.org/entity/Q927257;Q927257
XX 0 FRIBG 19930193;Aconitum variegatum L.;Syst‚¨me 3;Aconitum variegatum;aconitum variegatum;586783;586783;species;http://www.wikidata.org/entity/Q159064;Q159064
XX 0 FRIBG 10000506;Aconitum variegatum subsp. paniculatum (Arcang.) Negodi;Alp. calcaire 1;Aconitum variegatum;aconitum variegatum;586783;586783;species;http://www.wikidata.org/entity/Q159064;Q159064
CH 0 FRIBG 19930315;Aconitum vulparia aggr.;Syst‚¨me 3;Aconitum vulparia;aconitum vulparia;5511358;5511358;subspecies;;
XX 0 FRIBG 10000507;Acorus calamus L.;M‚dicinal;Acorus calamus;acorus calamus;1008193;1008193;species;http://www.wikidata.org/entity/Q158008;Q158008
XX 0 FRIBG 10000508;Acorus calamus L.;Pl. aquatiques;Acorus calamus;acorus calamus;1008193;1008193;species;http://www.wikidata.org/entity/Q158008;Q158008
XX 0 FRIBG 10000507;Acorus calamus L.;Syst‚¨me 4;Acorus calamus;acorus calamus;1008193;1008193;species;http://www.wikidata.org/entity/Q158008;Q158008
XX 0 FRIBG 10000509;Acorus gramineus Aiton 'Pusillus';Serre 4;Acorus gramineus;acorus gramineus;1011467;1011467;species;http://www.wikidata.org/entity/Q2544575;Q2544575
XX 0 FRIBG 10000510;Acorus gramineus Aiton 'Variegatus';Serre 4;Acorus gramineus;acorus gramineus;1011467;1011467;species;http://www.wikidata.org/entity/Q2544575;Q2544575
XX 0 FRIBG 20031211;Acroclinium roseum Hook.;Syst‚¨me 1;Macroclinium roseum;acroclinium roseum;3978011;3978011;species;;
CH 0 FRIBG 20090395;Actaea spicata L.;Alp. calcaire 3;Actaea lata;actaeaicata;2978735;2978735;species;;
XX 0 FRIBG 20040545;Actinidia arguta (Siebold & Zucc.) Miq.;Entr‚e AMI;Actinidia arguta;actinidia arguta;686875;686875;species;http://www.wikidata.org/entity/Q848074;Q848074
XX 0 FRIBG 10000513;Actinidia chinensis Planch. M‚¢le;Mur;;;;;;;
XX 0 FRIBG 20040300;Actinidia chinensis Planch. s.l. 'Starella' Femelle;Mur;Actinidia chinensis;actinidia chinensis;279981;279981;species;http://www.wikidata.org/entity/Q163522;Q163522
XX 0 FRIBG 20160295;Actinidia kolomikta (Maxim. et Rupr.) Maxim.;Syst‚¨me 2;Actinidia kolomikta;actinidia kolomikta;279941;279941;species;http://www.wikidata.org/entity/Q132741;Q132741
XX 0 FRIBG 19590003;Actinidia polygama Franch. et Sav.;Entr‚e AMI;Actinidia polygama;actinidia polygama;9477;9477;species;http://www.wikidata.org/entity/Q1357333;Q1357333
XX 0 FRIBG 20130132;Adansonia digitata L.;Serre 5;Adansonia digitata;adansonia digitata;659136;659136;species;http://www.wikidata.org/entity/Q158742;Q158742
XX 0 FRIBG 20130132;Adansonia digitata L.;Multiplication;Adansonia digitata;adansonia digitata;659136;659136;species;http://www.wikidata.org/entity/Q158742;Q158742
XX 0 FRIBG 20160405;Adenophora liliifolia (L.) A. DC.;Syst‚¨me 1;Adenophora liliifolia;adenophora liliifolia;631477;631477;species;;
AT 0 WU 0026826;Adenophora liliifolia (L.) A. DC.;Alp. calcaire 4;Adenophora liliifolia;adenophora liliifolia;631477;631477;species;;
CH 0 FRIBG 20140318;Adenostyles alliariae (Gouan) A. Kern.;Alp. calcaire 2;Adenostyles alliariae;adenostyles alliariae;3899421;3899421;species;http://www.wikidata.org/entity/Q1413870;Q1413870
CH 0 FRIBG 20140403;Adenostyles alpina (L.) Bluff et Fingerh.;Alp. calcaire 2;Cicerbita alpina;cicerbita alpina;155229;155229;species;http://www.wikidata.org/entity/Q1477580;Q1477580
XX 0 FRIBG 20050384;Adiantum capillus- veneris L.;Foug‚¨res;Adiantum;adiantum.;164367;164367;genus;http://www.wikidata.org/entity/Q673823;Q673823
XX 0 FRIBG 20020551;Adiantum pedatum L.;Rocaille 1;Adiantum pedatum;adiantum pedatum;190952;190952;species;http://www.wikidata.org/entity/Q1199865;Q1199865
ES 0 FRIBG 19930573;Adiantum sp.;Serre 4;Adiantum;adiantum.;164367;164367;genus;http://www.wikidata.org/entity/Q673823;Q673823
XX 0 FRIBG 20040716;Adonis aestivalis L.;Syst‚¨me 3;Adonis aestivalis;adonis aestivalis;585229;585229;species;http://www.wikidata.org/entity/Q148926;Q148926
XX 0 M 20170164;Adonis pyrenaica DC.;Rocaille 1;Adonis pyrenaica;adonis pyrenaica;6130930;6130930;species;;
XX 0 FRIBG 10000517;Adonis vernalis L.;Alp. calcaire 6;Adonis vernalis;adonis vernalis;693556;693556;species;http://www.wikidata.org/entity/Q147648;Q147648
XX 0 FRIBG 10000518;Adonis vernalis L.;Pl. prot‚g‚es;Adonis vernalis;adonis vernalis;693556;693556;species;http://www.wikidata.org/entity/Q147648;Q147648
XX 0 FRIBG 10000519;Adonis vernalis L.;M‚dicinal;Adonis vernalis;adonis vernalis;693556;693556;species;http://www.wikidata.org/entity/Q147648;Q147648
XX 0 FRIBG 10000519;Adonis vernalis L.;Steppe val.;Adonis vernalis;adonis vernalis;693556;693556;species;http://www.wikidata.org/entity/Q147648;Q147648
XX 0 FRIBG 10000520;Adonis vernalis L.;Bacs tuf;Adonis vernalis;adonis vernalis;693556;693556;species;http://www.wikidata.org/entity/Q147648;Q147648
CH 0 FRIBG 20040469;Adoxa moschatellina L.;Alp. calcaire 2;Adoxa moschatellina;adoxa moschatellina;1042115;1042115;species;http://www.wikidata.org/entity/Q34169;Q34169
CH 0 FRIBG 20160292;Adoxa moschatellina L.;Syst‚¨me 1;Adoxa moschatellina;adoxa moschatellina;1042115;1042115;species;http://www.wikidata.org/entity/Q34169;Q34169
XX 0 FRIBG 10003133;Aechmea fasciata (Lindl.) Baker;Serre 4;Aechmea fasciata;aechmea fasciata;491389;491389;species;;
XX 0 FRIBG 10003133;Aechmea fasciata (Lindl.) Baker;Serre 2;Aechmea fasciata;aechmea fasciata;491389;491389;species;;
XX 0 FRIBG 10000453;Aechmea fulgens Brongn.;Serre 4;Aechmea fulgens;aechmea fulgens;1017601;1017601;species;;
XX 0 FRIBG 10000453;Aechmea fulgens Brongn.;Serre 2;Aechmea fulgens;aechmea fulgens;1017601;1017601;species;;
XX 0 FRIBG 10003134;Aechmea fulgens Brongn. 'Discolor';Serre 4;Aechmea fulgens;aechmea fulgens;1017601;1017601;species;;
XX 0 FRIBG 10003134;Aechmea fulgens Brongn. 'Discolor';Serre 2;Aechmea fulgens;aechmea fulgens;1017601;1017601;species;;
XX 0 FRIBG 10003167;Aechmea lueddemanniana (K. Koch) Mez;Serre 4;Aechmea lueddemanniana;aechmea lueddemanniana;1017591;1017591;species;;
XX 0 FRIBG 10000523;Aegilops ovata L.;Syst‚¨me 4;Aegilops ovata;aegilops ovata;607551;607551;species;http://www.wikidata.org/entity/Q2701568;Q2701568
XX 0 FRIBG 20031227;Aegilops speltoides Tausch subsp. speltoides;Syst‚¨me 4;Aegilops speltoides;aegilopseltoides;605182;605182;species;;
XX 0 FRIBG 20090462;Aegilops tauschii Coss.;Syst‚¨me 4;Aegilops tauschii;aegilops tauschii;881533;881533;species;;
XX 0 FRIBG 20050530;Aegilops ventricosa Tausch;Syst‚¨me 4;Aegilops ventricosa;aegilops ventricosa;602039;602039;species;;
XX 0 FRIBG 10000524;Aegopodium podagraria L.;Syst‚¨me 1;Aegopodium podagraria;aegopodium podagraria;328768;328768;species;http://www.wikidata.org/entity/Q217778;Q217778
XX 0 FRIBG 20120339;Aeonium arboreum (L.) Webb et Berthel. var. arboreum;Serre 1 Canar.;Aeonium arboreum;aeonium arboreum;402514;402514;species;http://www.wikidata.org/entity/Q138279;Q138279
ES 0 FRIBG 19970465;Aeonium arboreum var. rubrolineatum (Svent.) H.Y. Liu;Serre 1 Canar.;Aeonium arboreum;aeonium arboreum;402514;402514;species;http://www.wikidata.org/entity/Q138279;Q138279
ES 0 FRIBG 20000368;Aeonium canariense var. palmense (Christ) H.Y. Liu;Serre 1 Canar.;Aeonium canariense;aeonium canariense;82927;82927;species;http://www.wikidata.org/entity/Q1282200;Q1282200
XX 0 GIESS 2005-HO-206-2;Aeonium canariense var. virgineum (Christ) H.Y. Liu;Serre 1 Canar.;Aeonium canariense;aeonium canariense;82927;82927;species;http://www.wikidata.org/entity/Q1282200;Q1282200
XX 0 WUPPT 90254770;Aeonium haworthii Webb et Berthel.;Serre 1 Canar.;Aeonium haworthii;aeonium haworthii;978627;978627;species;;
XX 0 FRIBG 19920602;Aeonium haworthii Webb et Berthel.;Serre 1 Canar.;Aeonium haworthii;aeonium haworthii;978627;978627;species;;
XX 0 FRIBG 20210230;Aeonium lindleyi Webb et Berthel;Multiplication;Aeonium arboreum;aeonium arboreum;402514;402514;species;http://www.wikidata.org/entity/Q138279;Q138279
XX 0 FRIBG 20010148;Aeonium mascaense D. Bramwell;Serre 1 Canar.;Aeonium mascaense;aeonium mascaense;604635;604635;species;;
XX 0 FRIBG 20060203;Aeonium sedifolium (Bolle) Pit. et Proust;Serre 1 Canar.;Aeonium sedifolium;aeonium sedifolium;978631;978631;species;http://www.wikidata.org/entity/Q1508528;Q1508528
ES 0 FRIBG 19930462;Aeonium simsii (Sweet) Stearn;Multiplication;Aeonium simsii;aeonium simsii;978630;978630;species;;
XX 0 FRIBG 20030249;Aeonium spathulatum (Hornem.) Praeger;Multiplication;Aeonium spathulatum;aeoniumathulatum;374927;374927;species;http://www.wikidata.org/entity/Q292615;Q292615
XX 0 GIESS 2005-HO-146;Aeonium urbicum (Hornem.) Webb. et Berthel.;Serre 1 Canar.;Aeonium urbicum;aeonium urbicum;31403;31403;species;;
XX 0 PORTY 20001;Aeonium urbicum (Hornem.) Webb. et Berthel.;Multiplication;Aeonium urbicum;aeonium urbicum;31403;31403;species;;
XX 0 FRIBG 20160518;Aerangis articulata (Rechb.f.) Schltr.;Serre 2;Aerangis articulata;aerangis articulata;784142;784142;species;;
XX 0 FRIBG 20160519;Aerangis articulata (Rechb.f.) Schltr.;Serre 2;Aerangis articulata;aerangis articulata;784142;784142;species;;
XX 0 FRIBG 20160523;Aerangis biloba (Lindl.) Schltr.;Serre 2;Aerangis biloba;aerangis biloba;600832;600832;species;;
XX 0 FRIBG 20160521;Aerangis citrata (Thouars) Schltr.;Serre 2;Aerangis citrata;aerangis citrata;127653;127653;species;;
XX 0 FRIBG 20190365;Aerangis kirkii (Rchb.f.) Schltr.;Serre 2;Aerangis kirkii;aerangis kirkii;756551;756551;species;;
XX 0 FRIBG 20190366;Aerangis mystacidii (Rchb.f.) Schltr.;Serre 2;Aerangis mystacidii;aerangis mystacidii;3974781;3974781;species;;
XX 0 FRIBG 20190364;Aerangis punctata J.Stewart;Serre 2;Aerangis punctata;aerangis punctata;701917;701917;species;;
XX 0 FRIBG 10003135;Aeschynanthus fulgens Wall.;Serre 4;Aeschynanthus fulgens;aeschynanthus fulgens;916414;916414;species;;
XX 0 FRIBG 10000461;Aeschynanthus longicaulis R. Br.;Serre 4;Aeschynanthus longicaulis;aeschynanthus longicaulis;35527;35527;species;;
XX 0 FRIBG 10003136;Aeschynanthus radicans Jack;Serre 4;Aeschynanthus radicans;aeschynanthus radicans;966758;966758;species;;
XX 0 FRIBG 20030358;Aesculus flava Sol.;Arboretum;Aesculus flava;aesculus flava;199581;199581;species;;
