fid,Plant_ID,spl_code,Airtable,unknown,x_coord,y_coord,UUID
"175",Lolium multiflorum Lam.,DBGI_SPL_000897,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/reczf2WzwXZuPqxgH,,2578469.06679953,1182392.07675988,{cdde918f-4d2b-4c16-92ce-72fafe76fdf4}
"176",,DBGI_SPL_000884,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recrDRaAR0Ffu8FIz,Milium effusum,2578468.8804859,1182391.15761263,{daa6bb87-2765-4298-97c7-1e343b880c1e}
"177",Festuca ovina L.,DBGI_SPL_000543,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recXPsStREPh1QSkX,,2578469.92384225,1182390.94645717,{e2de4b04-1003-4fa1-9daa-0783fc6deca0}
"178",,DBGI_SPL_000559,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/reci7iNnd1xdxf8tr,Festuca altissima,2578469.1661668,1182390.62351354,{a83ac989-8894-44c1-afd1-e8ff02fdcc6a}
"179",Festuca rubra L. s.l.,DBGI_SPL_000558,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rec1syWYSLRn9Pk3D,,2578470.08531406,1182390.36267446,{e4c79cd3-b9e8-45a3-b77e-fe24c8cc64f6}
"180",Pennisetum compressum R. Br.,DBGI_SPL_000516,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/receVJNUSVaVEugTg,,2578474.41586565,1182379.95542388,{712d2801-5b5c-4f53-a196-d9b80c9e13aa}
"181",,DBGI_SPL_000874,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recxEYLzvLPFXtdFw,Pennisetum villosum fresen,2578474.07478,1182380.27124393,{ab653fe8-aefd-4cf8-9360-95d687580447}
"182",,DBGI_SPL_000877,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recwSwt6axFBGiTra,Miscanthus oligostachys,2578470.40469715,1182384.25023703,{502baa15-2055-47e0-bd3e-055ac7f366de}
"183",Molinia caerulea (L.) Moench,DBGI_SPL_000550,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recKeNwE97PDLIR9M,,2578467.16885416,1182389.47877129,{1912af50-dabe-409f-9d78-a1f2daaa6ddd}
"184",Cortaderia selloana (Schult. et Schult. f.) Asch. et Graebn.,DBGI_SPL_000522,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rec3lRMxMSf8yIo6W,,2578466.69611422,1182390.5703708,{a6ff5a1b-a70f-4838-b612-fb66eaacc236}
"185",Bromus erectus Huds. subsp. erectus,DBGI_SPL_000875,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rec7vxsYeupDXXhWD,,2578465.98270666,1182392.87390362,{a34e338d-908f-4eeb-8119-ef7e642b8c18}
"186",,DBGI_SPL_000561,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recGOBDXC3E1txkgm,Melica nutans,2578465.22475549,1182393.17040658,{3f1efa3d-def0-44f3-ac8b-597c6710ac0f}
"187",Hystrix patula Moench,DBGI_SPL_000557,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recqPbhF26EnVdOd2,,2578464.8883521,1182393.60970984,{73de03bc-6df0-41f8-9d89-3dd42daceec3}
"188",Brachypodium pinnatum (L.) P. Beauv.,DBGI_SPL_000873,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recrPIcFfZY9HCNkh,,2578465.584905,1182394.13212452,{1c5d247b-0c7d-464c-8ae1-c81a78aa14e8}
"189",Hordeum bulbosum L.,DBGI_SPL_000878,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recqLiYH7z2KWYNmO,,2578465.00708271,1182394.88012735,{04c99ec0-b26b-4348-9701-ff60c3679742}
"190",Secale strictum (C. Presl) C. Presl subsp. strictum,DBGI_SPL_000511,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recp9tCuZdsNGo8f5,,2578464.35802205,1182394.6228777,{2d3a6f1c-375c-4667-8c9c-ffa72557141a}
"191",Gunnera manicata Delchev.,DBGI_SPL_000507,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recHIGeNmbE3NwPFI,,2578469.96932897,1182377.41809723,{3272059f-bbe2-48f0-86a0-3a8b1168ea5a}
"192",Tetracentron sinense Oliv.,DBGI_SPL_000521,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rechw3cuPJmEmeQws,,2578466.81739144,1182378.43167904,{94517944-ceef-4cde-b2a1-d525d7cdba1c}
"193",Buxus sempervirens L.,DBGI_SPL_000525,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rectosLpKWEhCzO7Q,,2578468.69505579,1182381.07313905,{ca422db5-c2b7-44d7-ac12-78814dffaf8d}
"194",Sarcococca confusa Sealy,DBGI_SPL_000555,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recDEFIysOoAQSwsA,,2578467.66074916,1182382.99854062,{c6ba0bc8-ff60-497d-9e49-f7ac14e77532}
"195",,DBGI_SPL_000513,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rech62m6luSkD2uEo,Platanes orientalis,2578464.62147891,1182382.07562086,{6263d4bf-918a-4130-8c95-99419d1b3d5d}
"196",Akebia quinata (Houtt.) Decne.,DBGI_SPL_000508,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/reczs2a572yZB8xjT,,2578464.1281942,1182385.7513875,{9b34991d-8400-4e56-9b91-f943c027234e}
"197",Sinofranchetia chinensis (Franch.) Hemsl.,DBGI_SPL_000514,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/rec1DMMRPtIZBps7P,,2578463.58717227,1182387.32671606,{072fe807-338d-48ff-8374-5bd8145df575}
"198",Berberis candidula (C.K. Schneid.) C.K. Schneid.,DBGI_SPL_000553,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recBsK4KSmqGWCXOL,,2578462.14261831,1182390.96289085,{a118adb9-a6db-42f2-962c-05afa9382fae}
"199",Berberis wallichiana DC.,DBGI_SPL_000519,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recTCo9bRLBhA1w0A,,2578461.88058474,1182392.14728259,{76938dc9-81b6-4553-8824-e76be2c409d5}
"200",Berberis gagnepaini C.K.Schneid.,DBGI_SPL_000547,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/reclf2UcHxZo1Etkg,,2578461.3565176,1182393.26878626,{cfa94c6d-41ad-4cd2-b8c3-9f92dfa9a064}
"201",Berberis stenophylla Lindl.,DBGI_SPL_000523,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recqZnBlS1rYzTkFu,,2578461.00015195,1182394.12825637,{aaa58b0d-df9b-437c-876d-71551c93992e}
"202",Berberis vulgaris L.,DBGI_SPL_000554,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recTiNh8VDsfZCRv0,,2578460.38175272,1182395.14494662,{818e5e4f-b7b3-47ec-b393-2d614ca5420d}
"203",Epimedium pinnatum subsp. colchicum (Boiss.) N. Busch,DBGI_SPL_000887,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recero7zSalMiMUDh,,2578460.01490573,1182396.4865585,{c6588720-b5bd-491e-916f-63b96426fc02}
"204",Mahonia bealei Carr.,DBGI_SPL_000548,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recTikdigOfgl3ixG,,2578459.45939456,1182396.49703984,{3b7f483a-9782-47be-90a0-f13138e9f262}
"205",Mahonia aquifolium (Pursh) Nutt.,DBGI_SPL_000509,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recy1SHA5i50zOJ8C,,2578459.21036614,1182397.44794963,{b4888afe-6026-4805-8957-38a3cdd2bc2d}
"206",Nandina domestica Thunb.,DBGI_SPL_000524,airtable:///appxkOPNiCtv6Ucww/tblzH2zLfdPf1HhIu/viwfX1MjXfIm9yaKs/recKW95GKZreyEg1t,,2578458.93264642,1182397.92933049,{970f502e-6287-4bf4-8961-24d3d7255b11}
