fid,Plant_ID,spl_code,Panel,General,Detail,Cut,Panel+Label,x_coord,y_coord,mg
"76",Aloe ciliaris Haw.,dbgi_001021,DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Panel.jpg,DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_General.jpg,DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Detail.jpg,DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Cut.jpg,DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Panel+Label.jpg,2578402.50738425,1182475.86798353,
"77",Aloe arborescens Mill.,dbgi_000925,DCIM/Succulent_greenhouse/Aloe arborescens Mill._dbgi_000925_Panel.jpg,DCIM/Succulent_greenhouse/Aloe arborescens Mill._dbgi_000925_General.jpg,DCIM/Succulent_greenhouse/Aloe arborescens Mill._dbgi_000925_Detail.jpg,DCIM/Succulent_greenhouse/Aloe arborescens Mill._dbgi_000925_Cut.jpg,DCIM/Succulent_greenhouse/Aloe arborescens Mill._dbgi_000925_Panel+Label.jpg,2578402.24709756,1182475.98625177,
"78",Gasteria bicolor var. liliputana (Poelln.) van Jaarsv.,dbgi_001014,DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Panel.jpg,DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_General.jpg,DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Detail.jpg,DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Cut.jpg,DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Panel+Label.jpg,2578401.45422948,1182475.96356887,
"79",Gasteria excelsa Baker,dbgi_000977,DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_Panel.jpg,DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_General.jpg,DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_Detail.jpg,DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_Cut.jpg,DCIM/Succulent_greenhouse/Gasteria excelsa Baker_dbgi_000977_Panel+Label.jpg,2578401.13262033,1182476.17806359,
"80",Euphorbia grandidens Haw.,dbgi_000127,DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_Panel.jpg,DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_General.jpg,DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_Detail.jpg,DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_Cut.jpg,DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_Panel+Label.jpg,2578400.50012971,1182476.25758479,
"81",Crassula ovata (Mill.) Druce,dbgi_001001,DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Panel.jpg,DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_General.jpg,DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Detail.jpg,DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Cut.jpg,DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Panel+Label.jpg,2578399.7002167,1182476.30257533,
"82",Pelargonium echinatum,dbgi_001004,DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Panel.jpg,DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_General.jpg,DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Detail.jpg,DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Cut.jpg,DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Panel+Label.jpg,2578398.27369136,1182476.38015911,
"83",Acacia karroo Hayne,dbgi_000988,DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_Panel.jpg,DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_General.jpg,DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_Detail.jpg,DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_Cut.jpg,DCIM/Succulent_greenhouse/Acacia karroo Hayne_dbgi_000988_Panel+Label.jpg,2578397.7978134,1182476.9393628,
"84",Portulacaria afra Jacq.,dbgi_000927,DCIM/Succulent_greenhouse/Portulacaria afra Jacq._dbgi_000927_Panel.jpg,DCIM/Succulent_greenhouse/Portulacaria afra Jacq._dbgi_000927_General.jpg,DCIM/Succulent_greenhouse/Portulacaria afra Jacq._dbgi_000927_Detail.jpg,DCIM/Succulent_greenhouse/Portulacaria afra Jacq._dbgi_000927_Cut.jpg,DCIM/Succulent_greenhouse/Portulacaria afra Jacq._dbgi_000927_Panel+Label.jpg,2578397.25012289,1182477.08707904,
"85",Euphorbia milii Des Moul. var. milii,dbgi_000126,DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_Panel.jpg,DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_General.jpg,DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_Detail.jpg,DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_Cut.jpg,DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_Panel+Label.jpg,2578394.31629153,1182477.25713989,
"86",Senecio crassissimus Humbert,dbgi_001007,DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Panel.jpg,DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_General.jpg,DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Detail.jpg,DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Cut.jpg,DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Panel+Label.jpg,2578392.89201675,1182477.43230477,
