x_coord;y_coord;spl_code;Plant_ID;ipen;match_name;ott_id;rank;wikidataID;unknown;UUID;Airtable
7.156663268;46.79249634;DBGI_SPL_000476;Gaultheria procumbens L.;XX 0 FRIBG 20150350;Gaultheria procumbens;643041;species;http://www.wikidata.org/entity/Q386770;;{c5d1fa19-88cf-47e8-9e72-3c5bd539058b};NA
7.156683182;46.79250508;DBGI_SPL_000477;Lysimachia punctata L.;XX 0 FRIBG 20160330;Lysimachia punctata;628234;species;http://www.wikidata.org/entity/Q158115;;{11f9f620-a02a-41d7-9e7e-e92485da6eec};NA
7.1566544;46.79239181;DBGI_SPL_000478;Allium insubricum Boiss. et Reut.;IT 0 GZU 99 702388;Allium insubricum;346332;species;;;{1a26164f-f5e2-44c2-be9d-5a7127909302};NA
7.157091502;46.79234685;DBGI_SPL_000479;Liquidambar styraciflua L.;XX 0 FRIBG 20160300;Liquidambar styraciflua;62530;species;http://www.wikidata.org/entity/Q469652;;{c4d7ffe0-cbe9-4251-8ae0-2b91330f2bae};NA
7.157065892;46.79243014;DBGI_SPL_000480;Phedimus middendorffianus (Maxim.) 't Hart;XX 0 FRIBG 20160402;Phedimus middendorffianus;487843;species;http://www.wikidata.org/entity/Q9258378;;{8b3d9c0e-064f-4ff9-b02e-9f7851afffd7};NA
7.156937364;46.79246309;DBGI_SPL_000481;Deutzia scabra Thunb. 'Pride of Rochester';XX 0 FRIBG 20150347;Deutzia scabra;282338;species;http://www.wikidata.org/entity/Q162403;;{d706c669-9430-4e58-8609-15d2984d5e5c};NA
7.156702136;46.79248726;DBGI_SPL_000482;Erica vagans L.;XX 0 KL 2011/299;Eria vagans;3979143;species;;;{3ff317cc-cef2-452b-adc8-3843a149ef23};NA
7.156671408;46.7925076;DBGI_SPL_000483;Lysimachia clethroides Duby;XX 0 FRIBG 10001584;Lysimachia clethroides;411957;species;http://www.wikidata.org/entity/Q1070109;;{574093fe-f0c3-46ad-aca8-19a10739582c};NA
7.157055323;46.79229531;DBGI_SPL_000484;Ephedra fragilis Desf. s.l. Femelle;XX 0 FRIBG 20170258;Ephedra fragilis;185192;species;http://www.wikidata.org/entity/Q2697916;;{0d573a8e-d9db-4c81-9072-3fe2fe190843};NA
7.156690352;46.79250159;DBGI_SPL_000485;Primula veris L. subsp. veris;CH 0 FRIBG 20210305;Primula veris;596319;species;http://www.wikidata.org/entity/Q157552;;{77e9ce3d-c80d-4827-ba54-281b15129ed6};NA
7.156678937;46.7923558;DBGI_SPL_000486;Asparagus officinalis L.;FR 0 FRIBG 20030455;Asparagus officinalis;748359;species;http://www.wikidata.org/entity/Q28367;;{08047bfc-729a-4ee4-874f-3e0f057e0370};NA
7.156785277;46.79247531;DBGI_SPL_000487;Franklinia alatamaha Marshall;XX 0 FRIBG 2720495;Franklinia alatamaha;313396;species;;;{81831c3a-321d-4921-9b75-0a23b93a8862};NA
7.1568903;46.79237401;DBGI_SPL_000488;Asplenium adiantum-nigrum L.;FR 0 FRIBG 20130176;Asplenium adiantum-nigrum;933635;species;http://www.wikidata.org/entity/Q923786;;{4e14e1c0-a0c8-4d3e-ba8c-82e0b27416af};NA
7.157028037;46.79232851;DBGI_SPL_000489;Cupressus sempervirens L.;IR 0 FRIBG 19900037;Cupressus sempervirens;949938;species;http://www.wikidata.org/entity/Q147513;;{0eac2763-fd05-4ccd-90ea-f067d617d47a};NA
7.157137173;46.79233188;DBGI_SPL_000490;Cercidiphyllum japonicum Sieb. et Zucc. M�le;XX 0 FRIBG 10000882;;0;;;;{959b1916-0413-4fb6-aead-384033203a71};NA
7.157070887;46.79243414;DBGI_SPL_000491;Chiastophyllum oppositifolium (Ledeb.) A.Berger;RU 0 BONN 22715;Chiastophyllum oppositifolium;5729807;species;;;{8ed34e1e-39b3-4e26-a572-b6c5709fe0b3};NA
7.156719906;46.79248799;DBGI_SPL_000492;Clethra alnifolia L.;XX 0 FRIBG 10000937;Clethra alnifolia;274812;species;;;{c646e8c6-a259-42da-9c26-377f406453d8};NA
7.156892438;46.79248086;DBGI_SPL_000493;Cornus alternifolia L. f.;XX 0 FRIBG 20160297;Cornus alternifolia;505075;species;;;{abf1b233-ac74-41db-80ac-52a0535017e6};NA
7.157061219;46.79243469;DBGI_SPL_000494;Sedum telephium L. s.l.;XX 0 FRIBG 20160210;Sedum telephium;316299;species;http://www.wikidata.org/entity/Q1327535;;{a47d39bd-c040-4580-9162-ac7512dd0772};NA
