"fid","Plant_ID","spl_code","Panel","General","Detail","Cut","Panel.Label","x_coord","y_coord","mg"
"30","Carpobrotus edulis (L.) L. Bolus","dbgi_000993","DCIM/JPEG_20230322142838593.jpg","DCIM/JPEG_20230322142850039.jpg","DCIM/JPEG_20230322142914958.jpg","DCIM/JPEG_20230322142923039.jpg","DCIM/JPEG_20230322142946265.jpg","7.15572971993062","46.7930811561381","NA"
"16","Sedum mexicanum Britton","dbgi_000996","DCIM/JPEG_20230322102559464.jpg","DCIM/JPEG_20230322102611648.jpg","DCIM/JPEG_20230322102644419.jpg","DCIM/JPEG_20230322102655386.jpg","DCIM/JPEG_20230322102812416.jpg","7.15577155782307","46.7930816886358","51,5"
"31","Pleiospilos compactus (Aiton) Schwantes subsp. compactus","dbgi_000997","DCIM/JPEG_20230322143854106.jpg","DCIM/JPEG_20230322143905424.jpg","DCIM/JPEG_20230322143946588.jpg","DCIM/JPEG_20230322144007079.jpg","DCIM/JPEG_20230322144129553.jpg","7.15572705321493","46.7930854963765","NA"
"11","Pachyphytum oviferum J.A. Purpus","dbgi_000998","DCIM/JPEG_20230223120302602.jpg","DCIM/JPEG_20230223120310612.jpg","DCIM/JPEG_20230223120330830.jpg","DCIM/JPEG_20230223120349375.jpg","DCIM/JPEG_20230223120405293.jpg","7.1557770129408","46.793071278731","NA"
"24","Zephyranthes minuta (Kunth) D. Dietr.","dbgi_000999","DCIM/JPEG_20230322111851459.jpg","DCIM/JPEG_20230322111903313.jpg","DCIM/JPEG_20230322111919717.jpg","DCIM/JPEG_20230322111929083.jpg","DCIM/JPEG_20230322111942318.jpg","7.15574599649828","46.7930850396361","52"
"18","Zephyranthes andersoniana Benth. et Hook. f.","dbgi_001000","DCIM/JPEG_20230322104244052.jpg","DCIM/JPEG_20230322104301491.jpg","DCIM/JPEG_20230322104318879.jpg","DCIM/JPEG_20230322104329095.jpg","DCIM/JPEG_20230322104355390.jpg","7.15576624869845","46.7930824988197","51"
"81","Crassula ovata (Mill.) Druce","dbgi_001001","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Panel.jpg","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_General.jpg","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Detail.jpg","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Cut.jpg","DCIM/Succulent_greenhouse/Crassula ovata (Mill.) Druce_dbgi_001001_Panel+Label.jpg","7.1557229518496","46.7930992190865","NA"
"42","Pelargonium 'Lavender Lad'","dbgi_001002","DCIM/JPEG_20230323093037483.jpg","DCIM/JPEG_20230323093046231.jpg","DCIM/JPEG_20230323093103753.jpg","DCIM/JPEG_20230323093134794.jpg","DCIM/JPEG_20230323093149613.jpg","7.15580003483674","46.7930740625627","NA"
"82","Pelargonium echinatum","dbgi_001004","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Panel.jpg","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_General.jpg","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Detail.jpg","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Cut.jpg","DCIM/Succulent_greenhouse/Pelargonium echinatum_dbgi_001004_Panel+Label.jpg","7.15570426426446","46.7930998705176","NA"
"86","Senecio crassissimus Humbert","dbgi_001007","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Panel.jpg","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_General.jpg","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Detail.jpg","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Cut.jpg","DCIM/Succulent_greenhouse/Senecio crassissimus Humbert_dbgi_001007_Panel+Label.jpg","7.15563372790915","46.7931091596092","NA"
"26","Senecio herreanus Dinter","dbgi_001010","DCIM/JPEG_20230322140627671.jpg","DCIM/JPEG_20230322140642920.jpg","DCIM/JPEG_20230322140659073.jpg","DCIM/JPEG_20230322140724677.jpg","DCIM/JPEG_20230322140735769.jpg","7.15573987280642","46.7930853081575","NA"
"15","Dyckia sulphurea C. Koch","dbgi_001011","DCIM/JPEG_20230322101406925.jpg","DCIM/JPEG_20230322101658257.jpg","DCIM/JPEG_20230322101724803.jpg","DCIM/JPEG_20230322101803183.jpg","DCIM/JPEG_20230322102020559.jpg","7.15578753442314","46.7930789226377","50"
"5","Sedum nussbaumerianum Bitter","dbgi_001013","DCIM/JPEG_20230223113609300.jpg","DCIM/JPEG_20230223113649585.jpg","DCIM/JPEG_20230223113706529.jpg","DCIM/JPEG_20230223113726595.jpg","DCIM/JPEG_20230223113750360.jpg","7.15580281796468","46.793071342882","NA"
"78","Gasteria bicolor var. liliputana (Poelln.) van Jaarsv.","dbgi_001014","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Panel.jpg","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_General.jpg","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Detail.jpg","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Cut.jpg","DCIM/Succulent_greenhouse/Gasteria bicolor var. liliputana (Poelln.) van Jaarsv._dbgi_001014_Panel+Label.jpg","7.15574594109437","46.7930962267346","NA"
"9","Pachyphytum compactum Rose","dbgi_001017","DCIM/JPEG_20230223115437378.jpg","DCIM/JPEG_20230223115513233.jpg","DCIM/JPEG_20230223115523587.jpg","DCIM/JPEG_20230223115538892.jpg","DCIM/JPEG_20230223115556955.jpg","7.15578052706425","46.7930712874675","NA"
"75","Beaucarnea recurvata Lem.","dbgi_001019","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_Panel.jpg","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_General.jpg","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_Detail.jpg","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_Cut.jpg","DCIM/Succulent_greenhouse/Beaucarnea recurvata Lem._dbgi_001019_Panel+Label.jpg","7.15579433834824","46.7930911345902","NA"
"76","Aloe ciliaris Haw.","dbgi_001021","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Panel.jpg","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_General.jpg","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Detail.jpg","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Cut.jpg","DCIM/Succulent_greenhouse/Aloe ciliaris Haw._dbgi_001021_Panel+Label.jpg","7.15575973931309","46.7930954012086","NA"
"41","Gasteria disticha (L.) Haw.","dbgi_001024","DCIM/JPEG_20230323092517223.jpg","DCIM/JPEG_20230323092529891.jpg","DCIM/JPEG_20230323092546704.jpg","DCIM/JPEG_20230323092604175.jpg","DCIM/JPEG_20230323092627368.jpg","7.15569631812574","46.7930902722484","NA"
"113",,,,,,,,"7.15574837028373","46.7931196918804","NA"
"95","Pelargonium caffrum (Eckl. et Zeyh.) Harv.","dbgi_000129","DCIM/Succulent_greenhouse/Pelargonium caffrum (Eckl. et Zeyh.) Harv._dbgi_000129_Panel.jpg","DCIM/Succulent_greenhouse/Pelargonium caffrum (Eckl. et Zeyh.) Harv._dbgi_000129_General.jpg","DCIM/Succulent_greenhouse/Pelargonium caffrum (Eckl. et Zeyh.) Harv._dbgi_000129_Detail.jpg","DCIM/Succulent_greenhouse/Pelargonium caffrum (Eckl. et Zeyh.) Harv._dbgi_000129_Cut.jpg","DCIM/Succulent_greenhouse/Pelargonium caffrum (Eckl. et Zeyh.) Harv._dbgi_000129_Panel+Label.jpg","7.15569239050759","46.7931157898057","NA"
"98","Sansevieria cylindrica Bojer","dbgi_000512","DCIM/Succulent_greenhouse/Sansevieria cylindrica Bojer_dbgi_000512_Panel.jpg","DCIM/Succulent_greenhouse/Sansevieria cylindrica Bojer_dbgi_000512_General.jpg","DCIM/Succulent_greenhouse/Sansevieria cylindrica Bojer_dbgi_000512_Detail.jpg","DCIM/Succulent_greenhouse/Sansevieria cylindrica Bojer_dbgi_000512_Cut.jpg","DCIM/Succulent_greenhouse/Sansevieria cylindrica Bojer_dbgi_000512_Panel+Label.jpg","7.15572644191157","46.7931110045657","NA"
"103","Selenicereus hamatus (Scheidw.) Britton et Rose","dbgi_000515","DCIM/Succulent_greenhouse/Selenicereus hamatus (Scheidw.) Britton et Rose_dbgi_000515_Panel.jpg","DCIM/Succulent_greenhouse/Selenicereus hamatus (Scheidw.) Britton et Rose_dbgi_000515_General.jpg","DCIM/Succulent_greenhouse/Selenicereus hamatus (Scheidw.) Britton et Rose_dbgi_000515_Detail.jpg","DCIM/Succulent_greenhouse/Selenicereus hamatus (Scheidw.) Britton et Rose_dbgi_000515_Cut.jpg","DCIM/Succulent_greenhouse/Selenicereus hamatus (Scheidw.) Britton et Rose_dbgi_000515_Panel+Label.jpg","7.15581369557891","46.7930997197979","NA"
"89","Dracaena draco (L.) L.","dbgi_000902","DCIM/Succulent_greenhouse/Dracaena draco (L.) L._dbgi_000902_Panel.jpg","DCIM/Succulent_greenhouse/Dracaena draco (L.) L._dbgi_000902_General.jpg","DCIM/Succulent_greenhouse/Dracaena draco (L.) L._dbgi_000902_Detail.jpg","DCIM/Succulent_greenhouse/Dracaena draco (L.) L._dbgi_000902_Cut.jpg","DCIM/Succulent_greenhouse/Dracaena draco (L.) L._dbgi_000902_Panel+Label.jpg","7.15561049291093","46.7931142954632","NA"
"102","Simmondsia chinensis (Link) C.K. Schneid.","dbgi_000905","DCIM/Succulent_greenhouse/Simmondsia chinensis (Link) C.K. Schneid._dbgi_000905_Panel.jpg","DCIM/Succulent_greenhouse/Simmondsia chinensis (Link) C.K. Schneid._dbgi_000905_General.jpg","DCIM/Succulent_greenhouse/Simmondsia chinensis (Link) C.K. Schneid._dbgi_000905_Detail.jpg","DCIM/Succulent_greenhouse/Simmondsia chinensis (Link) C.K. Schneid._dbgi_000905_Cut.jpg","DCIM/Succulent_greenhouse/Simmondsia chinensis (Link) C.K. Schneid._dbgi_000905_Panel+Label.jpg","7.15580157543432","46.7930994044535","NA"
"97","Sansevieria stuckyi Godef.","dbgi_000908","DCIM/Succulent_greenhouse/Sansevieria stuckyi Godef._dbgi_000908_Panel.jpg","DCIM/Succulent_greenhouse/Sansevieria stuckyi Godef._dbgi_000908_General.jpg","DCIM/Succulent_greenhouse/Sansevieria stuckyi Godef._dbgi_000908_Detail.jpg","DCIM/Succulent_greenhouse/Sansevieria stuckyi Godef._dbgi_000908_Cut.jpg","DCIM/Succulent_greenhouse/Sansevieria stuckyi Godef._dbgi_000908_Panel+Label.jpg","7.15571582566897","46.7931090926534","NA"
"119","Faucaria tigrina (Haw.) Schwantes","dbgi_000944","DCIM/Succulent_greenhouse/Faucaria tigrina (Haw.) Schwantes_dbgi_000944_Panel.jpg","DCIM/Succulent_greenhouse/Faucaria tigrina (Haw.) Schwantes_dbgi_000944_General.jpg","DCIM/Succulent_greenhouse/Faucaria tigrina (Haw.) Schwantes_dbgi_000944_Detail.jpg","DCIM/Succulent_greenhouse/Faucaria tigrina (Haw.) Schwantes_dbgi_000944_Cut.jpg","DCIM/Succulent_greenhouse/Faucaria tigrina (Haw.) Schwantes_dbgi_000944_Panel+Label.jpg","7.15574866499093","46.7931125164112","NA"
"100","Opuntia microdasys (Lehm.) Pfeiff.","dbgi_000948","DCIM/Succulent_greenhouse/Opuntia microdasys (Lehm.) Pfeiff._dbgi_000948_Panel.jpg","DCIM/Succulent_greenhouse/Opuntia microdasys (Lehm.) Pfeiff._dbgi_000948_General.jpg","DCIM/Succulent_greenhouse/Opuntia microdasys (Lehm.) Pfeiff._dbgi_000948_Detail.jpg","DCIM/Succulent_greenhouse/Opuntia microdasys (Lehm.) Pfeiff._dbgi_000948_Cut.jpg","DCIM/Succulent_greenhouse/Opuntia microdasys (Lehm.) Pfeiff._dbgi_000948_Panel+Label.jpg","7.15576041548177","46.793105776547","NA"
"93","Oscularia deltoides (L.) Schwantes","dbgi_000958","DCIM/Succulent_greenhouse/Oscularia deltoides (L.) Schwantes_dbgi_000958_Panel.jpg","DCIM/Succulent_greenhouse/Oscularia deltoides (L.) Schwantes_dbgi_000958_General.jpg","DCIM/Succulent_greenhouse/Oscularia deltoides (L.) Schwantes_dbgi_000958_Detail.jpg","DCIM/Succulent_greenhouse/Oscularia deltoides (L.) Schwantes_dbgi_000958_Cut.jpg","DCIM/Succulent_greenhouse/Oscularia deltoides (L.) Schwantes_dbgi_000958_Panel+Label.jpg","7.15563780390185","46.7931210591364","NA"
"96","Sansevieria erythraeae Mattei","dbgi_000959","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_Panel.jpg","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_General.jpg","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_Detail.jpg","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_Cut.jpg","DCIM/Succulent_greenhouse/Sansevieria erythraeae Mattei_dbgi_000959_Panel+Label.jpg","7.15570810738379","46.7931109795569","NA"
"101","Colletia paradoxa (Spreng.) Escl.","dbgi_000967","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_Panel.jpg","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_General.jpg","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_Detail.jpg","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_Cut.jpg","DCIM/Succulent_greenhouse/Colletia paradoxa (Spreng.) Escl._dbgi_000967_Panel+Label.jpg","7.15578908849007","46.7931018431364","NA"
"91","Lavandula dentata L.","dbgi_000974","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_Panel.jpg","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_General.jpg","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_Detail.jpg","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_Cut.jpg","DCIM/Succulent_greenhouse/Lavandula dentata L._dbgi_000974_Panel+Label.jpg","7.1555995022938","46.7931230685169","NA"
"90","Argania spinosa (L.) Skeels","dbgi_000986","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_Panel.jpg","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_General.jpg","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_Detail.jpg","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_Cut.jpg","DCIM/Succulent_greenhouse/Argania spinosa (L.) Skeels_dbgi_000986_Panel+Label.jpg","7.15560158702408","46.7931147755318","NA"
"94","Eriocephalus africanus L.","dbgi_000994","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_Panel.jpg","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_General.jpg","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_Detail.jpg","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_Cut.jpg","DCIM/Succulent_greenhouse/Eriocephalus africanus L._dbgi_000994_Panel+Label.jpg","7.15565899561222","46.793118660318","NA"
"92","Kalanchoe beharensis Drake","dbgi_001016","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_Panel.jpg","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_General.jpg","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_Detail.jpg","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_Cut.jpg","DCIM/Succulent_greenhouse/Kalanchoe beharensis Drake_dbgi_001016_Panel+Label.jpg","7.15562241684139","46.7931211556275","NA"
"88","Euphorbia stenoclada Baill.","dbgi_001023","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_Panel.jpg","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_General.jpg","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_Detail.jpg","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_Cut.jpg","DCIM/Succulent_greenhouse/Euphorbia stenoclada Baill._dbgi_001023_Panel+Label.jpg","7.15562245939452","46.793110994818","NA"
"116","Mammillaria gracilis Pfeiff.","dbgi_001025","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_Panel.jpg","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_General.jpg","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_Detail.jpg","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_Cut.jpg","DCIM/Succulent_greenhouse/Mammillaria gracilis Pfeiff._dbgi_001025_Panel+Label.jpg","7.15580128581254","46.7931076697657","NA"
"99","Aloe ferox Mill.","dbgi_001026","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_Panel.jpg","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_General.jpg","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_Detail.jpg","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_Cut.jpg","DCIM/Succulent_greenhouse/Aloe ferox Mill._dbgi_001026_Panel+Label.jpg","7.15574027912304","46.7931087715882","NA"
"121","Pelargonium patulum Jacq.","dbgi_001027","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_Panel.jpg","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_General.jpg","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_Detail.jpg","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_Cut.jpg","DCIM/Succulent_greenhouse/Pelargonium patulum Jacq._dbgi_001027_Panel+Label.jpg","7.15571621516036","46.7931251163011","NA"
"124","Aloe perfoliata L.","dbgi_001035","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_Panel.jpg","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_General.jpg","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_Detail.jpg","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_Cut.jpg","DCIM/Succulent_greenhouse/Aloe perfoliata L._dbgi_001035_Panel+Label.jpg","7.15569550872527","46.7931296800006","NA"
"115","Mammillaria elongata DC.","dbgi_001041","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_Panel.jpg","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_General.jpg","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_Detail.jpg","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_Cut.jpg","DCIM/Succulent_greenhouse/Mammillaria elongata DC._dbgi_001041_Panel+Label.jpg","7.15581112743032","46.7931065845467","NA"
"118","Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa","dbgi_001045","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_Panel.jpg","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_General.jpg","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_Detail.jpg","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_Cut.jpg","DCIM/Succulent_greenhouse/Trichocereus bridgesii (Salm-Dyck) Britton et Rose fo. monstruosa_dbgi_001045_Panel+Label.jpg","7.15577411671758","46.7931194879677","NA"
"114","Opuntia tuna (L.) Mill. var. monstrosa","dbgi_001054","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_Panel.jpg","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_General.jpg","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_Detail.jpg","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_Cut.jpg","DCIM/Succulent_greenhouse/Opuntia tuna (L.) Mill. var. monstrosa_dbgi_001054_Panel+Label.jpg","7.1558107204682","46.7931142132202","NA"
"122","Huernia schneideriana A. Berger","dbgi_001057","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_Panel.jpg","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_General.jpg","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_Detail.jpg","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_Cut.jpg","DCIM/Succulent_greenhouse/Huernia schneideriana A. Berger_dbgi_001057_Panel+Label.jpg","7.15570004350677","46.7931284838101","NA"
"123","Orbea variegata (L.) Haw.","dbgi_001116","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_Panel.jpg","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_General.jpg","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_Detail.jpg","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_Cut.jpg","DCIM/Succulent_greenhouse/Orbea variegata (L.) Haw._dbgi_001116_Panel+Label.jpg","7.15569311182605","46.7931213875961","NA"
"120","Tischleria peersii Schwantes","dbgi_001119","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_Panel.jpg","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_General.jpg","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_Detail.jpg","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_Cut.jpg","DCIM/Succulent_greenhouse/Tischleria peersii Schwantes_dbgi_001119_Panel+Label.jpg","7.15574333471301","46.7931213847568","NA"
"117","Mammillaria magnimamma Haw. fo. obconella","dbgi_001134","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_Panel.jpg","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_General.jpg","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_Detail.jpg","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_Cut.jpg","DCIM/Succulent_greenhouse/Mammillaria magnimamma Haw. fo. obconella_dbgi_001134_Panel+Label.jpg","7.15579987243795","46.7931152906524","NA"
