"fid"/t"Plant_ID"/t"spl_code"/t"Panel"/t"General"/t"Detail"/t"Cut"/t"Panel.Label"/t"x_coord"/t"y_coord"/t"mg"
85/t"Euphorbia milii Des Moul. var. milii"/t"dbgi_000126"/t"DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_Panel.jpg"/t"DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_General.jpg"/t"DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_Detail.jpg"/t"DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_Cut.jpg"/t"DCIM/Succulent_greenhouse/Euphorbia milii Des Moul. var. milii_dbgi_000126_Panel+Label.jpg"/t7.1556523906501/t46.7931076303424/tNA
80/t"Euphorbia grandidens Haw."/t"dbgi_000127"/t"DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_Panel.jpg"/t"DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_General.jpg"/t"DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_Detail.jpg"/t"DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_Cut.jpg"/t"DCIM/Succulent_greenhouse/Euphorbia grandidens Haw._dbgi_000127_Panel+Label.jpg"/t7.15573343083816/t46.7930988404328/tNA
74/t"Selenicereus coniflorus Britt. et Rose"/t"dbgi_000128"/t"DCIM/Succulent_greenhouse/Selenicereus coniflorus Britt. et Rose_dbgi_000128_Panel.jpg"/t"DCIM/Succulent_greenhouse/Selenicereus coniflorus Britt. et Rose_dbgi_000128_General.jpg"/t"DCIM/Succulent_greenhouse/Selenicereus coniflorus Britt. et Rose_dbgi_000128_Detail.jpg"/t"DCIM/Succulent_greenhouse/Selenicereus coniflorus Britt. et Rose_dbgi_000128_Cut.jpg"/t"DCIM/Succulent_greenhouse/Selenicereus coniflorus Britt. et Rose_dbgi_000128_Panel+Label.jpg"/t7.15581009695961/t46.7930806976046/tNA
70/t"Aeonium arboreum var. rubrolineatum (Svent.) H.Y. Liu"/t"dbgi_000506"/t"DCIM/Succulent_greenhouse/Aeonium arboreum var. rubrolineatum (Svent.) H.Y. Liu_dbgi_000506_Panel.jpg"/t"DCIM/Succulent_greenhouse/Aeonium arboreum var. rubrolineatum (Svent.) H.Y. Liu_dbgi_000506_General.jpg"/t"DCIM/Succulent_greenhouse/Aeonium arboreum var. rubrolineatum (Svent.) H.Y. Liu_dbgi_000506_Detail.jpg"/t"DCIM/Succulent_greenhouse/Aeonium arboreum var. rubrolineatum (Svent.) H.Y. Liu_dbgi_000506_Cut.jpg"/t"DCIM/Succulent_greenhouse/Aeonium arboreum var. rubrolineatum (Svent.) H.Y. Liu_dbgi_000506_Panel+Label.jpg"/t7.155601580798/t46.7930961265693/t"50,5"
66/t"Pelargonium myrrhifolium (L.) L' Hr."/t"dbgi_000562"/t"DCIM/Succulent_greenhouse/Pelargonium myrrhifolium (L.) L' Hr._dbgi_000562_Panel.jpg"/t"DCIM/Succulent_greenhouse/Pelargonium myrrhifolium (L.) L' Hr._dbgi_000562_General.jpg"/t"DCIM/Succulent_greenhouse/Pelargonium myrrhifolium (L.) L' Hr._dbgi_000562_Detail.jpg"/t"DCIM/Succulent_greenhouse/Pelargonium myrrhifolium (L.) L' Hr._dbgi_000562_Cut.jpg"/t"DCIM/Succulent_greenhouse/Pelargonium myrrhifolium (L.) L' Hr._dbgi_000562_Panel+Label.jpg"/t7.15561549969175/t46.7931004710995/t"50,5"
73/t"Selenicereus grandiflorus Br. et R."/t"dbgi_000870"/t"DCIM/Succulent_greenhouse/Selenicereus grandiflorus Br. et R._dbgi_000870_Panel.jpg"/t"DCIM/Succulent_greenhouse/Selenicereus grandiflorus Br. et R._dbgi_000870_General.jpg"/t"DCIM/Succulent_greenhouse/Selenicereus grandiflorus Br. et R._dbgi_000870_Detail.jpg"/t"DCIM/Succulent_greenhouse/Selenicereus grandiflorus Br. et R._dbgi_000870_Cut.jpg"/t"DCIM/Succulent_greenhouse/Selenicereus grandiflorus Br. et R._dbgi_000870_Panel+Label.jpg"/t7.15558762868325/t46.79310828798/tNA
67/t"Aeonium mascaense D. Bramwell"/t"dbgi_000879"/t"DCIM/Succulent_greenhouse/Aeonium mascaense D. Bramwell_dbgi_000879_Panel.jpg"/t"DCIM/Succulent_greenhouse/Aeonium mascaense D. Bramwell_dbgi_000879_General.jpg"/t"DCIM/Succulent_greenhouse/Aeonium mascaense D. Bramwell_dbgi_000879_Detail.jpg"/t"DCIM/Succulent_greenhouse/Aeonium mascaense D. Bramwell_dbgi_000879_Cut.jpg"/t"DCIM/Succulent_greenhouse/Aeonium mascaense D. Bramwell_dbgi_000879_Panel+Label.jpg"/t7.15560998102538/t46.7930933147125/t"50"
71/t"Aeonium haworthii Webb et Berthel."/t"dbgi_000901"/t"DCIM/Succulent_greenhouse/Aeonium haworthii Webb et Berthel._dbgi_000901_Panel.jpg"/t"DCIM/Succulent_greenhouse/Aeonium haworthii Webb et Berthel._dbgi_000901_General.jpg"/t"DCIM/Succulent_greenhouse/Aeonium haworthii Webb et Berthel._dbgi_000901_Detail.jpg"/t"DCIM/Succulent_greenhouse/Aeonium haworthii Webb et Berthel._dbgi_000901_Cut.jpg"/t"DCIM/Succulent_greenhouse/Aeonium haworthii Webb et Berthel._dbgi_000901_Panel+Label.jpg"/t7.1555923303998/t46.7930966437636/tNA
64/t"Lavandula canariensis Mill."/t"dbgi_000906"/t"DCIM/Succulent_greenhouse/Lavandula canariensis Mill._dbgi_000906_Panel.jpg"/t"DCIM/Succulent_greenhouse/Lavandula canariensis Mill._dbgi_000906_General.jpg"/t"DCIM/Succulent_greenhouse/Lavandula canariensis Mill._dbgi_000906_Detail.jpg"/t"DCIM/Succulent_greenhouse/Lavandula canariensis Mill._dbgi_000906_Cut.jpg"/t"DCIM/Succulent_greenhouse/Lavandula canariensis Mill._dbgi_000906_Panel+Label.jpg"/t7.15563272343015/t46.7930987520432/t"52"
